facility,"Total Completed
Appointments 1","Completed within
30 Days 2",,,"Percent
Appts
Complete
d in 30
Days or
Less 3","Completed in
Over 30 Days 4","Percent
Appts
Complete
d in Over
30 Days 5","Completed 0-7 Days
6",,"Completed 8-14
Days 7","Completed 15-30
Days 8","Completed 31-60
Days 9","Completed 61-90
Days 10","Completed 91-120
Days 11","Completed in
more than 120
Days 12","PC Avg
Wait Time
in Days
13","SC Avg
Wait Time
in Days
14","MH Avg
Wait Time
in Days
15",
(V23) (438GA) Spirit Lake,,"1,039","1,026",,,98.75%,13,1.25%,927,,39,60,12,0,1,0,4,5,2,
(V23) (438GC) Sioux City,,"1,528","1,523",,,99.67%,5,0.33%,"1,385",,78,60,5,0,0,0,3,3.40,3,
(V23) (438GD) Aberdeen,,"1,196","1,188",,,99.33%,8,0.67%,"1,100",,55,33,8,0,0,0,3,3,0,
(V23) (438GE) Wagner,,230,230,,,100.00%,0,0.00%,202,,14,14,0,0,0,0,3,0.00,4.50,
(V23) (438GF) Watertown,,824,821,,,99.64%,3,0.36%,769,,32,20,3,0,0,0,2,2,4,
"(V23) (568) Black Hills HCS, SD",,"11,155","10,723",,,96.13%,432,3.87%,"9,577",,531,615,371,46,8,7,3,8,2,
(V23) (568) Fort Meade VAMC,,"5,632","5,338",,,94.78%,294,5.22%,"4,561",,350,427,255,39,0,0,5,7.50,1,
(V23) (568A4) Hot Springs,,"3,320","3,244",,,97.71%,76,2.29%,"3,067",,84,93,55,6,8,7,2,9,1,
(V23) (568GA) Rapid City,,"1,494","1,436",,,96.12%,58,3.88%,"1,292",,64,80,58,0,0,0,1,15,5,
,,,,,,,,,,,,,,,,,,,,
"Completed Appointment Wait Times National,
Facility, and Division Level Summaries.
Wait Time Measured from Preferred Date
For the Reporting Period Ending: December
2016",,"Total Completed
Appointments 1","Completed within
30 Days 2",,,"Percent
Appts
Complete
d in 30
Days or
Less 3","Completed in
Over 30 Days 4","Percent
Appts
Complete
d in Over
30 Days 5","Completed 0-7 Days
6",,"Completed 8-14
Days 7","Completed 15-30
Days 8","Completed 31-60
Days 9","Completed 61-90
Days 10","Completed 91-120
Days 11","Completed in
more than 120
Days 12","PC Avg
Wait Time
in Days
13","SC Avg
Wait Time
in Days
14","MH Avg
Wait Time
in Days
15",
(V23) (568GB) Pierre,,150,149,,,99.33%,1,0.67%,125,,18,6,1,0,0,0,3.10,0.00,3,
(V23) (568HA) Newcastle,,12,11,,,91.67%,1,8.33%,8,,2,1,0,1,0,0,14,,0.00,
(V23) (568HB) Gordon CBOC,,19,18,,,94.74%,1,5.26%,12,,0,6,1,0,0,0,22,,0.00,
(V23) (568HF) Pine Ridge,,30,29,,,96.67%,1,3.33%,28,,1,0,1,0,0,0,7,,0,
(V23) (568HH) Scottsbluff,,369,369,,,100.00%,0,0.00%,357,,11,1,0,0,0,0,2,0.00,0,
(V23) (568HJ) Mission,,15,15,,,100.00%,0,0.00%,15,,0,0,0,0,0,0,0.00,,,
(V23) (568HK) McLaughlin,,3,3,,,100.00%,0,0.00%,3,,0,0,0,0,0,0,,,0.00,
(V23) (568HP) Winner,,106,106,,,100.00%,0,0.00%,106,,0,0,0,0,0,0,0,0.00,0.00,
(V23) (568MA) IDES Ellsworth AFB,,5,5,,,100.00%,0,0.00%,3,,1,1,0,0,0,0,,2,13.50,
"(V23) (618) Minneapolis, MN",,"56,650","55,008",,,97.10%,"1,642",2.90%,"49,365",,"2,760","2,883","1,164",350,96,32,4,6,1,
(V23) (618) Minneapolis VAMC,,"41,361","40,031",,,96.78%,"1,330",3.22%,"36,051",,"1,949","2,031",972,262,64,32,4,6,0,
(V23) (618BY) Twin Ports,,"3,300","3,143",,,95.24%,157,4.76%,"2,744",,178,221,61,64,32,0,5,9,3,
(V23) (618GA) St. James,,"1,047","1,046",,,99.90%,1,0.10%,"1,041",,3,2,1,0,0,0,0,0.00,0,
(V23) (618GB) Hibbing,,891,891,,,100.00%,0,0.00%,824,,36,31,0,0,0,0,2,1,3,
(V23) (618GD) Maplewood,,"1,883","1,847",,,98.09%,36,1.91%,"1,646",,104,97,32,4,0,0,4,3,1,
(V23) (618GE) Chippewa Valley,,"1,449","1,442",,,99.52%,7,0.48%,"1,291",,68,83,5,2,0,0,3,0.00,2,
(V23) (618GG) Rochester,,"1,366","1,324",,,96.93%,42,3.07%,"1,139",,71,114,41,1,0,0,6,0.00,3,
(V23) (618GH) Hayward,,"1,080","1,076",,,99.63%,4,0.37%,898,,91,87,4,0,0,0,4.80,0.00,1,
(V23) (618GI) Northwest Metro,,"2,722","2,667",,,97.98%,55,2.02%,"2,359",,160,148,38,17,0,0,3.10,5,2,
(V23) (618GJ) Shakopee,,714,705,,,98.74%,9,1.26%,642,,44,19,9,0,0,0,2,8,1,
(V23) (618GK) Albert Lea,,574,574,,,100.00%,0,0.00%,549,,22,3,0,0,0,0,1,3,1,
(V23) (618QA) Fort Snelling,,263,262,,,99.62%,1,0.38%,181,,34,47,1,0,0,0,7,8,1.70,
"(V23) (636) Central Iowa, IA",,"21,047","20,369",,,96.78%,678,3.22%,"18,236",,"1,053","1,080",529,98,32,19,3,5,3,
(V23) (636A6) Des Moines VAMC,,"15,516","14,915",,,96.13%,601,3.87%,"13,327",,723,865,476,87,23,15,3,5,4,
"(V23) (636BU) VADOM Des Moines
IA",,410,410,,,100.00%,0,0.00%,410,,0,0,0,0,0,0,,0.00,,
(V23) (636GC) Mason City,,"1,544","1,533",,,99.29%,11,0.71%,"1,360",,94,79,11,0,0,0,3,6,1,
(V23) (636GD) Marshalltown,,630,624,,,99.05%,6,0.95%,580,,27,17,3,1,0,2,2,5,0,
(V23) (636GK) Fort Dodge,,"1,288","1,258",,,97.67%,30,2.33%,"1,037",,136,85,26,3,0,1,6,2,1,
(V23) (636GM) Carroll,,539,529,,,98.14%,10,1.86%,467,,42,20,8,0,1,1,2,8,2,
(V23) (636GR) Knoxville,,"1,120","1,100",,,98.21%,20,1.79%,"1,055",,31,14,5,7,8,0,1,6.90,0,
"(V23) (636) Iowa City, IA",,"22,393","21,449",,,95.78%,944,4.22%,"18,756",,"1,311","1,382",724,154,36,30,3.80,7.70,2,
(V23) (636A8) Iowa City VAMC,,"13,252","12,409",,,93.64%,843,6.36%,"10,842",,624,943,630,147,36,30,3,9,1,
(V23) (636GF) Quad Cities,,"2,396","2,370",,,98.91%,26,1.09%,"2,155",,116,99,25,1,0,0,4.10,2,3,
(V23) (636GG) Quincy,,728,726,,,99.73%,2,0.27%,611,,83,32,1,1,0,0,4,6,2,
(V23) (636GH) Waterloo,,"1,103","1,088",,,98.64%,15,1.36%,923,,113,52,15,0,0,0,4,4,3,
(V23) (636GI) Lane A Evans CBOC,,"1,238","1,222",,,98.71%,16,1.29%,"1,048",,98,76,14,2,0,0,4,3,3,
(V23) (636GJ) Dubuque,,820,792,,,96.59%,28,3.41%,646,,61,85,25,3,0,0,8,0,3,
(V23) (636GN) Cedar Rapids,,"1,180","1,170",,,99.15%,10,0.85%,"1,047",,74,49,10,0,0,0,4,3,3,
(V23) (636GS) Ottumwa,,439,439,,,100.00%,0,0.00%,367,,57,15,0,0,0,0,3,5,2,
(V23) (636GT) Sterling,,820,816,,,99.51%,4,0.49%,743,,52,21,4,0,0,0,0,3,3,
(V23) (636GU) Decorah,,336,336,,,100.00%,0,0.00%,303,,24,9,0,0,0,0,2,0,5,
"(V23) (636QG) Iowa City VA Mobile
Clinic",,81,81,,,100.00%,0,0.00%,71,,9,1,0,0,0,0,,2,,
"(V23) (636) Nebraska-W Iowa, NE",,"39,445","38,867",,,98.53%,578,1.47%,"35,836",,"1,545","1,486",444,92,21,21,3,4,1,
,,,,,,,,,,,,,,,,,,,,
"Completed Appointment Wait Times National,
Facility, and Division Level Summaries.
Wait Time Measured from Preferred Date
For the Reporting Period Ending: December
2016",,"Total Completed
Appointments 1","Completed within
30 Days 2",,,"Percent
Appts
Complete
d in 30
Days or
Less 3","Completed in
Over 30 Days 4","Percent
Appts
Complete
d in Over
30 Days 5","Completed 0-7 Days
6",,"Completed 8-14
Days 7","Completed 15-30
Days 8","Completed 31-60
Days 9","Completed 61-90
Days 10","Completed 91-120
Days 11","Completed in
more than 120
Days 12","PC Avg
Wait Time
in Days
13","SC Avg
Wait Time
in Days
14","MH Avg
Wait Time
in Days
15",
(V23) (636) Omaha VAMC,,"20,263","19,847",,,97.95%,416,2.05%,"17,980",,868,999,297,80,19,20,3,6,2,
(V23) (636A4) Grand Island VAMC,,"7,192","7,189",,,99.96%,3,0.04%,"6,933",,199,57,1,0,1,1,1,1,0,
(V23) (636A5) Lincoln,,"8,267","8,186",,,99.02%,81,0.98%,"7,496",,337,353,77,4,0,0,2,4,1,
(V23) (636BX) Omaha Domiciliary,,437,437,,,100.00%,0,0.00%,437,,0,0,0,0,0,0,,,,
(V23) (636GA) Norfolk,,652,578,,,88.65%,74,11.35%,540,,13,25,66,7,1,0,11,0,0,
(V23) (636GB) North Platte,,872,872,,,100.00%,0,0.00%,807,,48,17,0,0,0,0,3,0,0,
(V23) (636GL) Bellevue,,872,869,,,99.66%,3,0.34%,805,,46,18,3,0,0,0,1,3,0.00,
(V23) (636GP) Shenandoah,,481,481,,,100.00%,0,0.00%,447,,21,13,0,0,0,0,2,1.50,0.00,
(V23) (636GQ) Holdrege,,409,408,,,99.76%,1,0.24%,391,,13,4,0,1,0,0,1,1.70,0.00,
"(V23) (656) St. Cloud, MN",,"33,301","32,544",,,97.73%,757,2.27%,"29,678",,"1,313","1,553",568,153,25,11,3,6.40,4,
(V23) (656) St Cloud VAMC,,"29,196","28,528",,,97.71%,668,2.29%,"26,007",,"1,137","1,384",498,138,24,8,3,6,4,
(V23) (656GA) Brainerd,,"2,217","2,185",,,98.56%,32,1.44%,"1,994",,97,94,25,4,0,3,3,6,4,
(V23) (656GB) Montevideo,,726,701,,,96.56%,25,3.44%,659,,27,15,21,3,1,0,5,2,0,
(V23) (656GC) Max J. Beilke VA OPC,,"1,024","1,019",,,99.51%,5,0.49%,953,,37,29,4,1,0,0,3,1,3,
"(V23) (656QA) St. Cloud VA Mobile
Clinic",,138,111,,,80.43%,27,19.57%,65,,15,31,20,7,0,0,,17.30,,
,,,,,,,,,,,,,,,,,,,,
"Retrospective/Completed Appointment Wait
Times National Summary.",,"Total Completed
Appointments 1","Completed within
30 Days 2",,,"Percent
Appts
Complete
d in 30
Days or
Less 3","Completed in
Over 30 Days 4","Percent
Appts
Complete
d in Over
30 Days 5","Completed 0-7 Days
6",,"Completed 8-14
Days 7","Completed 15-30
Days 8","Completed 31-60
Days 9","Completed 61-90
Days 10","Completed 91-120
Days 11","Completed in
more than 120
Days 12","PC Avg
Wait Time
in Days
13","SC Avg
Wait Time
in Days
14","MH Avg
Wait Time
in Days
15",
National: 12/2016,,"4,430,678","4,273,719",,,96.46%,"156,959",3.54%,"3,791,184",,"236,096","246,439","112,762","30,776","8,531","4,890",4,7,3,
National: 11/2016,,"4,600,860","4,440,178",,,96.51%,"160,682",3.49%,"3,928,442",,"251,034","260,702","117,792","29,777","8,512","4,601",4,6,3,
National: 10/2016,,"4,695,677","4,536,753",,,96.62%,"158,924",3.38%,"4,020,117",,"250,143","266,493","116,256","29,936","8,305","4,427",4,6,3,
National: 9/2016,,"4,880,317","4,708,924",,,96.49%,"171,393",3.51%,"4,157,090",,"273,423","278,411","125,321","31,908","9,301","4,863",4,7,3,
National: 8/2016,,"5,219,984","5,027,900",,,96.32%,"192,084",3.68%,"4,431,252",,"289,612","307,036","137,388","39,015","10,731","4,950",5,7,3,
National: 7/2016,,"4,438,995","4,277,326",,,96.36%,"161,669",3.64%,"3,775,216",,"244,855","257,255","117,121","32,674","7,973","3,901",5,6.60,3,
National: 6/2016,,"4,989,814","4,810,457",,,96.41%,"179,357",3.59%,"4,249,171",,"274,867","286,419","132,472","33,940","8,667","4,278",5,6,3,
National: 5/2016,,"4,877,166","4,716,541",,,96.71%,"160,625",3.29%,"4,176,545",,"265,421","274,575","116,939","31,182","8,061","4,443",5,6,3,
National: 4/2016,,"4,931,526","4,764,941",,,96.62%,"166,585",3.38%,"4,235,062",,"260,000","269,879","123,402","31,352","6,895","4,936",5,6,2,
National: 3/2016,,"5,353,597","5,177,734",,,96.72%,"175,863",3.28%,"4,592,329",,"286,950","298,455","128,719","32,444","8,996","5,704",5,6,3,
National: 2/2016,,"4,744,626","4,576,434",,,96.46%,"168,192",3.54%,"4,058,457",,"248,628","269,349","115,206","38,428","9,410","5,148",5,6,3,
National: 1/2016,,"4,497,268","4,309,895",,,95.83%,"187,373",4.17%,"3,833,679",,"234,543","241,673","130,990","41,268","10,030","5,085",5.20,6.90,3,
National: 12/2015,,"4,672,667","4,493,236",,,96.16%,"179,431",3.84%,"3,996,052",,"243,148","254,036","128,757","37,495","9,077","4,102",5,6,3,
National: 11/2015,,"4,388,187","4,228,217",,,96.35%,"159,970",3.65%,"3,767,085",,"223,891","237,241","117,739","31,389","7,526","3,316",5,6,3,
National: 10/2015,,"4,966,790","4,804,228",,,96.73%,"162,562",3.27%,"4,300,175",,"242,986","261,067","119,186","32,079","7,643","3,654",4,6,3,
National: 9/2015,,"4,883,045","4,721,707",,,96.70%,"161,338",3.30%,"4,221,358",,"247,570","252,779","119,391","30,631","7,996","3,320",4,6,3,
National: 8/2015,,"4,719,582","4,568,688",,,96.80%,"150,894",3.20%,"4,091,006",,"233,283","244,399","111,150","29,922","6,849","2,973",4.50,6,3,
National: 7/2015,,"4,828,643","4,683,157",,,96.99%,"145,486",3.01%,"4,201,368",,"237,391","244,398","107,431","28,846","6,504","2,705",4,5.40,3,
National: 6/2015,,"4,985,100","4,840,357",,,97.10%,"144,743",2.90%,"4,370,890",,"233,718","235,749","109,220","26,807","6,266","2,450",4,5,3,
National: 5/2015,,"4,546,635","4,426,685",,,97.36%,"119,950",2.64%,"4,009,888",,"209,459","207,338","90,638","22,481","4,744","2,087",4,5,3,
National: 4/2015,,"5,063,122","4,923,164",,,97.24%,"139,958",2.76%,"4,456,684",,"229,968","236,512","107,548","24,886","4,823","2,701",4,5,3,
National: 3/2015,,"5,046,853","4,905,459",,,97.20%,"141,394",2.80%,"4,421,214",,"239,184","245,061","106,768","24,758","6,450","3,418",4,5,3,
National: 2/2015,,"4,265,529","4,146,447",,,97.21%,"119,082",2.79%,"3,752,551",,"197,251","196,645","83,656","25,964","6,573","2,889",4,5,3,
,,,,,,,,,,,,,,,,,,,,
"Retrospective/Completed Appointment Wait
Times National Summary.",,"Total Completed
Appointments 1","Completed within
30 Days 2",,,"Percent
Appts
Complete
d in 30
Days or
Less 3","Completed in
Over 30 Days 4","Percent
Appts
Complete
d in Over
30 Days 5","Completed 0-7 Days
6",,"Completed 8-14
Days 7","Completed 15-30
Days 8","Completed 31-60
Days 9","Completed 61-90
Days 10","Completed 91-120
Days 11","Completed in
more than 120
Days 12","PC Avg
Wait Time
in Days
13","SC Avg
Wait Time
in Days
14","MH Avg
Wait Time
in Days
15",
National: 1/2015,,"4,549,212","4,395,590",,,96.62%,"153,622",3.38%,"3,991,738",,"204,071","199,781","108,801","33,289","7,433","4,099",5,5,3,
National: 12/2014,,"4,578,871","4,447,602",,,97.13%,"131,269",2.87%,,,,"191,232","98,978","26,128","4,645","1,518",4,5,3,
National: 11/2014,,"4,059,004","3,946,192",,,97.22%,"112,812",2.78%,,,,"165,191","87,469","20,281","3,873","1,189",4,5,3,
National: 10/2014,,"5,216,606","5,091,134",,,97.59%,"125,472",2.41%,,,,"202,876","94,692","24,903","4,511","1,366",3,4,2,
National: 9/2014,,"4,871,976","4,739,653",,,97.28%,"132,323",2.72%,,,,"183,439","100,729","24,871","5,264","1,459",4,4,3,
National: 8/2014,,"4,625,958","4,513,660",,,97.57%,"112,298",2.43%,,,,"167,327","84,618","22,209","4,495",976,4,4,2,
National: 7/2014,,"4,867,639","4,761,816",,,97.83%,"105,823",2.17%,,,,"169,508","81,602","18,973","4,423",825,3,4,2,
National: 6/2014,,"4,723,099","4,637,872",,,98.20%,"85,227",1.80%,,,,"136,897","63,313","16,952","4,199",763,3,3,2,
National: 5/2014,,"4,676,707","4,601,367",,,98.39%,"75,340",1.61%,,,,"126,582","57,338","13,995","3,459",548,2.20,3.20,2,
,,,,,,,,,,,,,,,,,,,,
,Retrospective Wait Times Desired Date by Division CDW_PDFReady,,,,Printed by: DVA\vhacovaldel on 1/25/2017 11:18:42 AM,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,"FOOTNOTES
*Preferred Date (PD): The date for the appointment that is deemed medically appropriate by the Veteran's physician or if no such determination has been made, the date a veteran prefers to be seen by a health care provider capable of furnishing
the hospital care or medical services required by the veteran. Also referred to as the date the Veteran indicates they want to be seen.
* Clinically Indicated Date (CID): The date the provider indicates a patient should return for a future appointment.
*Completed Appointment: The date an appointment has been completed.
NOTE: Note: As of 04/30/2015 the Appts completed between 0 -14 days was broken out into 0-7 and 8-14. The breakout is not available prior to 01/31/2015
1. Total Appointments Completed: Every completed appointment at that facility except surgery and procedures.

2. Appointments completed in 30 Days or under: Number of appointments completed between 0-30 days of preferred date

3. Percent of Appointments Completed 30 Days or under: The percent of total appointments completed within 30 days

4. Appointments completed in over 30 Days: Number of appointments scheduled greater than 30 days of the preferred date

5. Percent of Appointments Completed in over 30 Days: The percent of total appointments scheduled beyond 30 days

6. Appointments completed between 0-7 Days: Number of appointments completed between 0-7 days of the preferred date.

7. Appointments completed between 8-14 Days: Number of appointments completed between 8-14 days of the preferred date.

8. Appointments completed between 15-30 Days: Number of appointments completed between 15-30 days of the preferred date.

9. Appointments completed between 31-60 Days: Number of appointments completed between 31-60 days of the preferred date.

10. Appointments completed between 61-90 Days: Number of appointments completed between 61-90 days of the preferred date.

11. Appointments completed between 91-120 Days: Number of appointments completed between 91-120 days of the preferred date.

12. Appointments Completed in Greater Than 120 Days: Number of appointments completed in greater than 120 days of the preferred date.

13. PC Avg Wait Time: Average waiting time for Primary Care appointments that were completed for the month of October 2014.

14. SC Avg Wait Time: Average waiting time for Specialty Care appointments that were completed for the month of October 2014.

15. MH Avg Wait Time: Average waiting time for Mental Health appointments that were completed for the month of October 2014.

NOTE: The zero means there are no patients or appointments in that category.

NOTE: The blank cells mean that there is no data � for example, is the Average MH wait Time is blank, that means that the station didn�t have any MH Appts pending from which to calculate an average.

Additional definitions:

1. Create Date: The date the appointment entry itself was created, or made.
NOTE: The Data Source for this report was altered to use the Corporate Data Warehouse on 3/20/2015. The new data source is displayed in the data beginning January 2015NOTE: The Data Source for this report was altered to use the
Corporate Data
Warehouse on 4/1/2015. The new data source is displayed in the data beginning 4/1/2015.",,,,,,,,,,,,,,,,,,,
