facility,Total Completed Appointments 1,Completed within 30 Days 2,Percent Appts Complete d in 30 Days or Less 3,Completed in Over 30 Days 4,Percent Appts Complete d in Over 30 Days 5,"Completed 0-7 Days
6","Completed 8-14
Days 7","Completed 15-30
Days 8","Completed 31-60
Days 9","Completed 61-90
Days 10","Completed 91-120
Days 11","Completed in more than 120
Days 12",PC Avg Wait Time in Days 13,SC Avg Wait Time in Days 14,MH Avg Wait Time in Days 15,,,
"(4V17) (549GK) Polk Street, TX","1,064","1,054",99.06%,10,0.94%,996,36,22,6,1,1,2,2.31,7.46,,,,
"(4V17) (549GL) Plano, TX","2,170","2,029",93.50%,141,6.50%,"1,857",81,91,93,27,12,9,7.17,7.29,8.59,,,
"(4V17) (549GM) Grand Prairie, TX",335,333,99.40%,2,0.60%,299,26,8,2,0,0,0,2.85,,0.12,,,
"(4V17) (549QC) Broadway, TX","1,662","1,519",91.40%,143,8.60%,"1,352",79,88,87,28,7,21,12.76,9.43,4.94,,,
"(4V17) (671) San Antonio, TX HCS","55,157","52,665",95.48%,"2,492",4.52%,"46,347","2,824","3,494","1,961",381,89,61,4.07,6.75,3.90,,,
"(4V17) (671) San Antonio, TX (Audie L. Murphy)","29,038","27,612",95.09%,"1,426",4.91%,"24,167","1,484","1,961","1,114",247,41,24,6.33,6.89,2.42,,,
"(4V17) (671A4) Kerrville, TX","3,064","2,896",94.52%,168,5.48%,"2,609",145,142,128,33,6,1,4.42,5.95,3.65,,,
"(4V17) (671BU) San Antonio, TX - VADOM",168,167,99.40%,1,0.60%,159,7,1,1,0,0,0,,,0.41,,,
"(4V17) (671BY) San Antonio-Eckert Road, TX (Frank M. Tejeda)","6,015","5,817",96.71%,198,3.29%,"5,147",293,377,169,19,4,6,3.63,9.28,4.01,,,
"(4V17) (671GB) Victoria, TX",827,773,93.47%,54,6.53%,686,48,39,42,8,3,1,7.63,2.88,2.90,,,
"(4V17) (671GF) South Bexar County, TX","1,114","1,106",99.28%,8,0.72%,"1,017",53,36,8,0,0,0,2.08,,2.15,,,
"(4V17) (671GH) Beeville, TX",146,146,100.00%,0,0.00%,144,2,0,0,0,0,0,0.37,,,,,
"(4V17) (671GK) San Antonio-NW 410, TX","1,647","1,637",99.39%,10,0.61%,"1,518",80,39,9,0,0,1,2.03,,,,,
"(4V17) (671GL) New Braunfels, TX",400,387,96.75%,13,3.25%,310,46,31,11,1,0,1,6.43,,,,,
"(4V17) (671GN) Seguin, TX",125,125,100.00%,0,0.00%,119,5,1,0,0,0,0,1.13,,,,,
"(4V17) (671GO) North Central Federal, TX","3,010","2,868",95.28%,142,4.72%,"2,532",141,195,110,23,7,2,4.01,2.53,8.34,,,
"(4V17) (671GP) Balcones Heights, TX","2,176","2,150",98.81%,26,1.19%,"1,962",96,92,20,1,1,4,3.85,2.33,0.99,,,
"(4V17) (671GQ) Shavano Park, TX","1,110","1,064",95.86%,46,4.14%,936,61,67,40,3,2,1,4.69,,7.40,,,
(4V17) (671PA) San Antonio SARRTP,157,155,98.73%,2,1.27%,129,10,16,2,0,0,0,,,0.73,,,
"(4V17) (671QB) Data Point, TX","6,160","5,762",93.54%,398,6.46%,"4,912",353,497,307,46,25,20,,6.51,,,,
"(4V17) (674) Temple, TX HCS","62,902","58,560",93.10%,"4,342",6.90%,"52,141","2,885","3,534","2,775",926,401,240,6.07,10.20,4.56,,,
"(4V17) (674) Temple, TX (Olin E.
Teague Center)","33,955","31,242",92.01%,"2,713",7.99%,"27,560","1,545","2,137","1,656",611,294,152,9.53,11.28,5.74,,,
"(4V17) (674A4) Waco, TX (Doris
Miller)","6,225","5,991",96.24%,234,3.76%,"5,404",304,283,155,45,20,14,3.39,8.70,1.66,,,
"(4V17) (674BY) Austin, TX","15,954","14,771",92.58%,"1,183",7.42%,"13,169",749,853,812,235,76,60,6.50,8.05,4.42,,,
"(4V17) (674GA) Palestine, TX",718,711,99.03%,7,0.97%,676,24,11,6,0,1,0,1.12,5.54,3.77,,,
"(4V17) (674GB) Brownwood, TX","1,163","1,128",96.99%,35,3.01%,"1,069",29,30,24,7,1,3,1.96,21.00,3.09,,,
"(4V17) (674GC) Bryan, TX","1,541","1,496",97.08%,45,2.92%,"1,349",76,71,35,8,0,2,3.54,6.69,3.08,,,
"(4V17) (674GD) Cedar Park, TX","1,829","1,776",97.10%,53,2.90%,"1,597",97,82,41,8,3,1,2.21,5.38,5.83,,,
"Completed Appointment Wait Times National, Facility, and Division Level Summaries.
Wait Time Measured from Preferred Date For the Reporting Period Ending:  December 2018",Total Completed Appointments 1,Completed within 30 Days 2,Percent Appts Complete d in 30 Days or Less 3,Completed in Over 30 Days 4,Percent Appts Complete d in Over 30 Days 5,"Completed 0-7 Days
6","Completed 8-14
Days 7","Completed 15-30
Days 8","Completed 31-60
Days 9","Completed 61-90
Days 10","Completed 91-120
Days 11","Completed in more than 120
Days 12",PC Avg Wait Time in Days 13,SC Avg Wait Time in Days 14,MH Avg Wait Time in Days 15,,,
"(4V17) (674GF) Temple-General Bruce Drive, TX","1,281","1,215",94.85%,66,5.15%,"1,109",51,55,41,12,6,7,4.89,25.70,5.75,,,
"(4V17) (674HB) LaGrange, TX",236,230,97.46%,6,2.54%,208,10,12,5,0,0,1,3.37,,2.20,,,
"(4V17) (504) Amarillo, TX HCS","15,384","14,783",96.09%,601,3.91%,"13,361",617,805,397,117,39,48,5.16,7.36,1.88,,,
"(4V17) (504) Amarillo, TX (Thomas E. Creek)","10,648","10,191",95.71%,457,4.29%,"9,190",467,534,289,87,36,45,5.82,7.49,2.96,,,
"(4V17) (504BY) Lubbock, TX","3,888","3,760",96.71%,128,3.29%,"3,380",132,248,94,28,3,3,5.14,6.65,0.61,,,
"(4V17) (504BZ) Clovis, NM",743,739,99.46%,4,0.54%,713,13,13,4,0,0,0,0.48,16.88,0.88,,,
"(4V17) (504GA) Childress, TX",68,58,85.29%,10,14.71%,47,4,7,9,1,0,0,11.20,,0.88,,,
"(4V17) (504HB) Dalhart, TX",37,35,94.59%,2,5.41%,31,1,3,1,1,0,0,4.21,82.00,0.00,,,
"(4V17) (519) Big Spring, TX HCS","7,179","6,904",96.17%,275,3.83%,"6,082",409,413,224,40,2,9,4.98,6.63,4.32,,,
"(4V17) (519) Big Spring, TX (George H. OBrien, Jr.)","2,940","2,794",95.03%,146,4.97%,"2,446",179,169,128,12,1,5,3.32,7.57,3.14,,,
"(4V17) (519GA) Permian Basin, TX","1,304","1,237",94.86%,67,5.14%,"1,089",69,79,58,9,0,0,6.03,5.72,4.49,,,
"(4V17) (519GB) Hobbs, NM",131,130,99.24%,1,0.76%,124,3,3,1,0,0,0,1.48,,9.57,,,
"(4V17) (519GD) Fort Stockton, TX",28,22,78.57%,6,21.43%,22,0,0,4,2,0,0,14.50,,3.50,,,
"(4V17) (519HC) Abilene, TX","1,775","1,754",98.82%,21,1.18%,"1,528",96,130,16,2,0,3,4.58,3.38,5.47,,,
"(4V17) (519HD) Stamford, TX",22,20,90.91%,2,9.09%,17,2,1,1,0,0,1,17.55,,,,,
"(4V17) (519HF) San Angelo, TX",979,947,96.73%,32,3.27%,856,60,31,16,15,1,0,5.66,2.79,4.07,,,
"(4V17) (756) El Paso, TX HCS","20,177","19,586",97.07%,591,2.93%,"17,373","1,103","1,110",460,94,16,21,2.62,5.46,5.03,,,
"(4V17) (756) El Paso, TX","16,353","15,824",96.77%,529,3.23%,"14,015",884,925,414,85,15,15,2.88,4.62,5.14,,,
"(4V17) (756GA) Las Cruces, NM","1,646","1,601",97.27%,45,2.73%,"1,457",61,83,32,7,1,5,3.08,55.44,5.40,,,
"(4V17) (756GB) El Paso Eastside, TX","1,955","1,938",99.13%,17,0.87%,"1,754",111,73,14,2,0,1,1.33,4.63,3.35,,,
(4V17) (756MA) IDES Fort Bliss,223,223,100.00%,0,0.00%,147,47,29,0,0,0,0,,5.57,10.73,,,
(4V17) (740) Texas Valley Coastal Bend HCS,"19,639","18,982",96.65%,657,3.35%,"17,523",657,802,486,124,17,30,2.29,7.70,1.69,,,
"(4V17) (740) Harlingen, TX","3,712","3,530",95.10%,182,4.90%,"3,120",192,218,141,28,5,8,,6.45,2.39,,,
"(4V17) (740GA) Harlingen-Treasure Hills, TX","4,162","4,048",97.26%,114,2.74%,"3,784",121,143,86,23,2,3,1.81,6.61,0.62,,,
"(4V17) (740GB) McAllen, TX","4,838","4,787",98.95%,51,1.05%,"4,601",115,71,33,13,2,3,1.09,7.48,1.00,,,
"(4V17) (740GC) Corpus Christi, TX","2,345","2,265",96.59%,80,3.41%,"2,157",41,67,66,10,2,2,3.73,0.00,0.52,,,
"(4V17) (740GD) Laredo, TX","1,550","1,491",96.19%,59,3.81%,"1,409",33,49,32,25,2,0,4.03,1.42,1.59,,,
"(4V17) (740GH) South Enterprize, TX","3,008","2,837",94.32%,171,5.68%,"2,428",155,254,128,25,4,14,,10.30,2.49,,,
"(4V17) (740GI) Old Brownsville, TX",24,24,100.00%,0,0.00%,24,0,0,0,0,0,0,,,,,,
"(4V19) (623) Muskogee, OK HCS","23,755","22,601",95.14%,"1,154",4.86%,"20,002","1,157","1,442",900,163,58,33,2.23,8.21,6.97,,,
"(4V19) (623) Muskogee, OK (Jack C. Montgomery)","11,508","10,890",94.63%,618,5.37%,"9,684",507,699,467,96,43,12,1.66,7.82,6.89,,,
"(4V19) (623BY) Tulsa, OK (Ernest Childers)","7,321","6,956",95.01%,365,4.99%,"6,035",429,492,307,42,11,5,2.63,9.35,11.62,,,
"(4V19) (623GA) McAlester, OK",639,625,97.81%,14,2.19%,547,37,41,13,0,1,0,3.91,1.46,3.30,,,
"(4V19) (623GB) Vinita, OK",774,770,99.48%,4,0.52%,755,7,8,3,1,0,0,0.87,0.00,0.30,,,
"(4V19) (623GC) Idabel, OK
(McCurtain County)",408,405,99.26%,3,0.74%,388,6,11,3,0,0,0,0.94,0.00,6.60,,,
"(4V19) (623QA) Muskogee-Shawnee Road, OK (Jack C. Montgomery)",889,879,98.88%,10,1.12%,817,30,32,8,2,0,0,,,2.78,,,
"(4V19) (623QB) Tulsa Eleventh Street, OK","1,609","1,485",92.29%,124,7.71%,"1,292",73,120,91,20,3,10,,,10.14,,,
"(4V19) (623QC) Yale Avenue, OK",607,591,97.36%,16,2.64%,484,68,39,8,2,0,6,,6.60,,,,
"(4V19) (635) Oklahoma City, OK HCS","37,925","36,536",96.34%,"1,389",3.66%,"33,230","1,488","1,818",994,264,71,60,2.50,7.16,2.96,,,
"(4V19) (635) Oklahoma City, OK","29,135","27,840",95.56%,"1,295",4.44%,"25,148","1,166","1,526",919,256,67,53,3.26,7.36,2.94,,,
"(4V19) (635GA) Lawton, OK","2,552","2,522",98.82%,30,1.18%,"2,380",93,49,18,5,3,4,2.48,3.35,1.47,,,
"(4V19) (635GB) Wichita Falls, TX",830,824,99.28%,6,0.72%,784,26,14,6,0,0,0,1.98,4.30,0.29,,,
"Completed Appointment Wait Times National, Facility, and Division Level Summaries.
Wait Time Measured from Preferred Date For the Reporting Period Ending:  December 2018",Total Completed Appointments 1,Completed within 30 Days 2,Percent Appts Complete d in 30 Days or Less 3,Completed in Over 30 Days 4,Percent Appts Complete d in Over 30 Days 5,"Completed 0-7 Days
6","Completed 8-14
Days 7","Completed 15-30
Days 8","Completed 31-60
Days 9","Completed 61-90
Days 10","Completed 91-120
Days 11","Completed in more than 120
Days 12",PC Avg Wait Time in Days 13,SC Avg Wait Time in Days 14,MH Avg Wait Time in Days 15,,,
"(4V19) (635GC) Blackwell, OK",131,131,100.00%,0,0.00%,123,6,2,0,0,0,0,0.84,7.00,0.00,,,
"(4V19) (635GD) Ada, OK",379,374,98.68%,5,1.32%,365,4,5,3,0,0,2,2.10,3.68,5.08,,,
"(4V19) (635GE) Stillwater, OK",397,396,99.75%,1,0.25%,356,19,21,1,0,0,0,1.68,4.33,4.02,,,
"(4V19) (635GF) Altus, OK",241,240,99.59%,1,0.41%,219,10,11,1,0,0,0,2.08,0.10,1.51,,,
"(4V19) (635GG) Enid, OK",212,211,99.53%,1,0.47%,199,5,7,1,0,0,0,0.81,2.20,4.40,,,
"(4V19) (635HB) Ardmore, OK",421,414,98.34%,7,1.66%,356,33,25,7,0,0,0,4.00,2.07,3.46,,,
"(4V19) (635PA) Oklahoma City, OK - PRRTP",41,41,100.00%,0,0.00%,41,0,0,0,0,0,0,,,,,,
"(4V19) (635QA) North May, OK","1,147","1,139",99.30%,8,0.70%,"1,024",53,62,6,1,1,0,3.06,2.64,5.63,,,
"(4V19) (635QB) South Oklahoma City, OK","2,439","2,404",98.56%,35,1.44%,"2,235",73,96,32,2,0,1,1.62,4.11,6.47,,,
(4V19) (436) Montana HCS,"17,991","16,565",92.07%,"1,426",7.93%,"14,451",887,"1,227",852,349,116,109,5.00,13.12,3.63,,,
"(4V19) (436) Fort Harrison, MT","6,213","5,521",88.86%,692,11.14%,"4,664",399,458,370,209,56,57,5.47,17.68,5.61,,,
"(4V19) (436A4) Miles City, MT",253,235,92.89%,18,7.11%,201,18,16,7,7,4,0,2.54,4.97,3.00,,,
"(4V19) (436GA) Anaconda, MT",444,406,91.44%,38,8.56%,384,5,17,27,8,2,1,6.35,5.88,1.00,,,
"(4V19) (436GB) Great Falls, MT","1,531","1,470",96.02%,61,3.98%,"1,365",37,68,46,9,4,2,3.30,3.67,2.75,,,
"(4V19) (436GC) Missoula, MT","2,142","2,023",94.44%,119,5.56%,"1,834",93,96,68,28,9,14,4.13,8.80,2.43,,,
"(4V19) (436GD) Bozeman, MT",913,854,93.54%,59,6.46%,759,26,69,52,6,1,0,7.68,20.56,1.24,,,
"(4V19) (436GF) Kalispell, MT","1,455","1,409",96.84%,46,3.16%,"1,296",54,59,36,4,6,0,1.52,10.51,3.75,,,
"(4V19) (436GH) Billings, MT","3,905","3,624",92.80%,281,7.20%,"3,056",201,367,200,49,15,17,8.55,7.90,3.37,,,
"(4V19) (436GI) Glasgow, MT",89,87,97.75%,2,2.25%,85,0,2,1,0,1,0,0.61,23.83,0.00,,,
"(4V19) (436GK) Glendive, MT",39,38,97.44%,1,2.56%,32,1,5,0,1,0,0,2.71,32.00,6.82,,,
"(4V19) (436GL) Cut Bank, MT",88,80,90.91%,8,9.09%,65,3,12,5,1,2,0,8.78,0.00,4.56,,,
"(4V19) (436GM) Lewistown, MT",212,204,96.23%,8,3.77%,188,10,6,3,5,0,0,1.40,19.19,5.36,,,
"(4V19) (436HC) Havre, MT (Merril Lundman)",226,219,96.90%,7,3.10%,195,13,11,5,1,0,1,5.53,,5.59,,,
(4V19) (436MA) IDES Malmstrom AFB,1,1,100.00%,0,0.00%,1,0,0,0,0,0,0,,0.00,,,,
"(4V19) (436QA) Hamilton, MT",156,148,94.87%,8,5.13%,133,5,10,4,3,1,0,4.37,5.25,0.50,,,
"(4V19) (436QB) Plentywood, MT",27,26,96.30%,1,3.70%,20,4,2,0,1,0,0,2.61,20.00,10.00,,,
"(4V19) (436QC) Helena, MT",297,220,74.07%,77,25.93%,173,18,29,28,17,15,17,,,,,,
"(4V19) (442) Cheyenne, WY HCS","12,475","11,759",94.26%,716,5.74%,"10,086",749,924,561,108,22,25,5.75,7.34,4.97,,,
"(4V19) (442) Cheyenne, WY","7,351","6,890",93.73%,461,6.27%,"5,924",441,525,370,59,14,18,7.50,7.61,2.91,,,
"(4V19) (442GB) Sidney, NE",187,184,98.40%,3,1.60%,146,15,23,2,1,0,0,3.43,8.24,1.14,,,
"(4V19) (442GC) Fort Collins, CO","1,591","1,521",95.60%,70,4.40%,"1,336",76,109,48,16,1,5,5.99,7.21,5.13,,,
"(4V19) (442GD) Loveland, CO","2,874","2,701",93.98%,173,6.02%,"2,248",204,249,134,30,7,2,6.01,6.70,8.96,,,
"(4V19) (442HK) Wheatland 1, WY -
Mobile",175,168,96.00%,7,4.00%,154,4,10,5,2,0,0,2.11,,11.26,,,
"(4V19) (442QA) Rawlins, WY",211,209,99.05%,2,0.95%,198,5,6,2,0,0,0,1.28,1.56,1.00,,,
"(4V19) (442QB) Torrington-Cheyenne 2, WY - Mobile",86,86,100.00%,0,0.00%,80,4,2,0,0,0,0,0.90,,7.00,,,
"(4V19) (554) Denver, CO HCS","48,500","43,352",89.39%,"5,148",10.61%,"36,784","3,118","3,450","3,230","1,258",449,211,8.20,11.42,9.28,,,
"(4V19) (554) Aurora, CO (Rocky Mountain Regional)","23,620","20,925",88.59%,"2,695",11.41%,"17,943","1,413","1,569","1,643",663,264,125,12.26,10.55,8.49,,,
"(4V19) (554A5) Denver, CO",986,976,98.99%,10,1.01%,814,122,40,9,0,0,1,3.62,,0.00,,,
"(4V19) (554GB) Aurora, CO","1,633","1,565",95.84%,68,4.16%,"1,354",94,117,57,4,3,4,5.04,4.69,5.91,,,
"(4V19) (554GC) Golden, CO","4,613","4,239",91.89%,374,8.11%,"3,454",393,392,253,93,14,14,7.23,8.97,9.32,,,
"(4V19) (554GD) Pueblo, CO (PFC
James Dunn)","3,985","3,608",90.54%,377,9.46%,"3,016",274,318,261,74,38,4,12.27,10.33,7.63,,,
"(4V19) (554GE) Colorado Springs, CO (PFC Floyd K. Lindstrom)","11,410","9,888",86.66%,"1,522",13.34%,"8,410",640,838,923,413,127,59,8.23,16.20,11.86,,,
"Completed Appointment Wait Times National, Facility, and Division Level Summaries.
Wait Time Measured from Preferred Date For the Reporting Period Ending:  December 2018",Total Completed Appointments 1,Completed within 30 Days 2,Percent Appts Complete d in 30 Days or Less 3,Completed in Over 30 Days 4,Percent Appts Complete d in Over 30 Days 5,"Completed 0-7 Days
6","Completed 8-14
Days 7","Completed 15-30
Days 8","Completed 31-60
Days 9","Completed 61-90
Days 10","Completed 91-120
Days 11","Completed in more than 120
Days 12",PC Avg Wait Time in Days 13,SC Avg Wait Time in Days 14,MH Avg Wait Time in Days 15,,,
"(4V19) (554GF) Alamosa, CO",425,414,97.41%,11,2.59%,359,32,23,7,2,0,2,3.81,5.42,4.90,,,
"(4V19) (554GG) La Junta, CO",410,393,95.85%,17,4.15%,365,20,8,15,1,0,1,3.94,0.75,2.88,,,
"(4V19) (554GH) Lamar, CO",149,140,93.96%,9,6.04%,130,7,3,7,1,1,0,5.30,2.00,5.13,,,
"(4V19) (554GI) Burlington, CO",94,94,100.00%,0,0.00%,81,6,7,0,0,0,0,3.02,,1.40,,,
(4V19) (554MA) IDES Fort Carson,126,124,98.41%,2,1.59%,91,26,7,2,0,0,0,,6.54,2.71,,,
"(4V19) (554QA) Denver - Santa Fe Drive, CO",43,41,95.35%,2,4.65%,32,7,2,1,1,0,0,,,5.84,,,
"(4V19) (554QB) Jewell, CO",901,843,93.56%,58,6.44%,663,67,113,50,6,1,1,,16.22,,,,
"(4V19) (554QC) Salida, CO",105,102,97.14%,3,2.86%,72,17,13,2,0,1,0,5.94,5.43,8.20,,,
"(4V19) (575) Grand Junction, CO HCS","9,380","9,051",96.49%,329,3.51%,"7,778",631,642,262,35,17,15,3.46,6.15,2.21,,,
"(4V19) (575) Grand Junction, CO","8,381","8,076",96.36%,305,3.64%,"6,895",580,601,246,28,17,14,3.50,6.42,2.13,,,
"(4V19) (575GA) Montrose, CO",573,563,98.25%,10,1.75%,497,35,31,6,4,0,0,3.46,3.06,2.38,,,
"(4V19) (575GB) Craig, CO (Major
William Edward Adams)",117,113,96.58%,4,3.42%,104,8,1,4,0,0,0,2.66,2.21,5.67,,,
"(4V19) (575QA) Glenwood Springs, CO",202,197,97.52%,5,2.48%,187,4,6,3,2,0,0,0.99,7.90,1.48,,,
"(4V19) (575QB) Moab, UT",107,102,95.33%,5,4.67%,95,4,3,3,1,0,1,7.21,5.16,6.00,,,
"(4V19) (660) Salt Lake City, UT HCS","27,755","25,278",91.08%,"2,477",8.92%,"21,373","1,729","2,176","1,656",477,164,180,8.01,11.26,5.24,,,
"(4V19) (660) Salt Lake City, UT (George E. Wahlen)","19,913","17,731",89.04%,"2,182",10.96%,"14,540","1,382","1,809","1,512",417,133,120,9.17,11.55,4.24,,,
"(4V19) (660GA) Pocatello, ID","1,455","1,417",97.39%,38,2.61%,"1,215",92,110,34,3,1,0,1.88,9.95,7.03,,,
"(4V19) (660GB) Ogden, UT","1,851","1,771",95.68%,80,4.32%,"1,614",77,80,39,27,4,10,6.09,4.55,10.13,,,
"(4V19) (660GD) Roosevelt, UT",144,139,96.53%,5,3.47%,132,4,3,3,0,0,2,5.92,7.00,9.19,,,
"(4V19) (660GE) Orem, UT","1,081","1,065",98.52%,16,1.48%,979,44,42,10,3,1,2,3.92,6.18,3.80,,,
"(4V19) (660GG) St. George, UT","1,381","1,282",92.83%,99,7.17%,"1,165",65,52,21,19,17,42,28.98,7.11,7.66,,,
"(4V19) (660GJ) Western Salt Lake, UT","1,062","1,041",98.02%,21,1.98%,974,35,32,11,2,4,4,2.37,4.65,1.48,,,
"(4V19) (660GK) Elko, NV",78,72,92.31%,6,7.69%,37,8,27,5,1,0,0,13.93,28.60,4.64,,,
(4V19) (660MA) IDES Hill AFB,15,15,100.00%,0,0.00%,15,0,0,0,0,0,0,,0.00,0.00,,,
"(4V19) (660QA) Idaho Falls, ID",610,597,97.87%,13,2.13%,567,18,12,11,1,1,0,1.33,11.00,10.43,,,
"(4V19) (660QB) Price, UT",165,148,89.70%,17,10.30%,135,4,9,10,4,3,0,5.25,3.14,16.30,,,
"(4V19) (666) Sheridan, WY HCS","5,419","5,224",96.40%,195,3.60%,"4,672",250,302,137,31,11,16,6.24,6.90,3.32,,,
"(4V19) (666) Sheridan, WY","3,074","2,990",97.27%,84,2.73%,"2,694",138,158,66,14,0,4,5.23,7.03,2.45,,,
"(4V19) (666GB) Casper, WY",731,703,96.17%,28,3.83%,588,40,75,21,4,0,3,5.33,9.51,6.31,,,
"(4V19) (666GC) Riverton, WY",406,392,96.55%,14,3.45%,371,8,13,9,1,1,3,5.65,2.56,3.08,,,
"(4V19) (666GD) Cody, WY",325,314,96.62%,11,3.38%,273,22,19,8,0,1,2,5.51,0.00,2.13,,,
"(4V19) (666GE) Gillette, WY",346,307,88.73%,39,11.27%,268,21,18,18,10,7,4,16.81,3.29,1.61,,,
"(4V19) (666GF) Rock Springs, WY",303,295,97.36%,8,2.64%,268,15,12,6,1,1,0,2.66,8.90,5.36,,,
"(4V19) (666QA) Afton, WY",107,106,99.07%,1,0.93%,99,4,3,1,0,0,0,1.62,6.67,2.38,,,
"(4V19) (666QB) Evanston, WY",64,60,93.75%,4,6.25%,58,1,1,3,1,0,0,5.19,0.00,0.14,,,
"(4V19) (666QC) Worland, WY",63,57,90.48%,6,9.52%,53,1,3,5,0,1,0,7.65,0.00,5.44,,,
"(5V20) (463) Anchorage, AK HCS","8,395","8,201",97.69%,194,2.31%,"7,463",388,350,152,32,5,5,2.15,3.20,6.00,,,
"(5V20) (463) Anchorage, AK","4,898","4,758",97.14%,140,2.86%,"4,270",242,246,109,24,3,4,2.45,3.24,6.94,,,
"(5V20) (463BU) Anchorage, AK - VADOM",630,630,100.00%,0,0.00%,627,3,0,0,0,0,0,,,0.67,,,
"(5V20) (463GA) Fairbanks, AK",755,741,98.15%,14,1.85%,680,35,26,10,2,2,0,2.21,1.11,4.44,,,
"(5V20) (463GB) Kenai, AK",781,763,97.70%,18,2.30%,717,20,26,13,4,0,1,1.25,1.45,4.51,,,
"(5V20) (463GC) Mat-Su, AK",918,906,98.69%,12,1.31%,812,62,32,12,0,0,0,1.87,12.00,5.70,,,
"Completed Appointment Wait Times National, Facility, and Division Level Summaries.
Wait Time Measured from Preferred Date For the Reporting Period Ending:  December 2018",Total Completed Appointments 1,Completed within 30 Days 2,Percent Appts Complete d in 30 Days or Less 3,Completed in Over 30 Days 4,Percent Appts Complete d in Over 30 Days 5,"Completed 0-7 Days
6","Completed 8-14
Days 7","Completed 15-30
Days 8","Completed 31-60
Days 9","Completed 61-90
Days 10","Completed 91-120
Days 11","Completed in more than 120
Days 12",PC Avg Wait Time in Days 13,SC Avg Wait Time in Days 14,MH Avg Wait Time in Days 15,,,
"(5V20) (463GD) Homer, AK",93,88,94.62%,5,5.38%,80,5,3,4,1,0,0,2.42,,6.70,,,
"(5V20) (463GE) Juneau, AK",320,315,98.44%,5,1.56%,277,21,17,4,1,0,0,3.01,5.92,3.73,,,
"(5V20) (531) Boise, ID HCS","19,902","18,870",94.81%,"1,032",5.19%,"16,592",951,"1,327",820,138,51,23,4.64,8.34,1.97,,,
"(5V20) (531) Boise, ID","16,626","15,698",94.42%,928,5.58%,"13,686",818,"1,194",761,121,32,14,5.00,8.07,2.14,,,
"(5V20) (531GE) Twin Falls, ID","1,053","1,023",97.15%,30,2.85%,933,39,51,25,5,0,0,4.40,1.52,1.34,,,
"(5V20) (531GG) Caldwell, ID","1,587","1,518",95.65%,69,4.35%,"1,374",71,73,29,12,19,9,4.91,18.95,2.02,,,
"(5V20) (531GH) Burns, OR",112,110,98.21%,2,1.79%,101,7,2,2,0,0,0,1.89,6.00,0.40,,,
"(5V20) (531GI) Mountain Home, ID",371,368,99.19%,3,0.81%,355,9,4,3,0,0,0,1.18,0.00,0.56,,,
"(5V20) (531GJ) Salmon, ID",153,153,100.00%,0,0.00%,143,7,3,0,0,0,0,2.15,0.00,0.00,,,
"(5V20) (648) Portland, OR HCS","45,433","41,775",91.95%,"3,658",8.05%,"35,685","2,564","3,526","2,498",686,276,198,6.50,13.13,3.57,,,
"(5V20) (648) Portland, OR","22,456","20,325",90.51%,"2,131",9.49%,"17,324","1,154","1,847","1,419",413,177,122,10.36,12.88,1.18,,,
"(5V20) (648A4) Vancouver, WA","7,979","7,391",92.63%,588,7.37%,"6,213",506,672,392,114,57,25,7.25,13.76,3.27,,,
"(5V20) (648BU) Vancouver, WA - VADOM",202,202,100.00%,0,0.00%,202,0,0,0,0,0,0,,,,,,
"(5V20) (648GA) Bend, OR","2,928","2,667",91.09%,261,8.91%,"2,167",258,242,193,37,15,16,3.80,15.67,9.88,,,
"(5V20) (648GB) Salem, OR","3,101","2,786",89.84%,315,10.16%,"2,336",187,263,215,65,18,17,6.92,15.13,3.49,,,
"(5V20) (648GD) North Coast, OR",460,444,96.52%,16,3.48%,401,25,18,11,5,0,0,6.55,7.91,2.11,,,
"(5V20) (648GE) Fairview, OR","2,364","2,303",97.42%,61,2.58%,"2,161",75,67,52,6,0,3,3.11,13.00,0.77,,,
"(5V20) (648GF) Hillsboro, OR","3,196","3,043",95.21%,153,4.79%,"2,607",206,230,124,21,1,7,7.01,7.31,12.80,,,
"(5V20) (648GG) West Linn, OR","1,745","1,712",98.11%,33,1.89%,"1,527",87,98,25,4,2,2,3.98,9.98,1.87,,,
"(5V20) (648GH) Newport, OR",295,279,94.58%,16,5.42%,227,25,27,13,3,0,0,8.84,,2.28,,,
"(5V20) (648GI) Portland-1st Avenue, OR",192,150,78.13%,42,21.88%,123,12,15,20,12,4,6,13.30,,,,,
"(5V20) (648GJ) The Dalles, OR
(Loren R. Kaufman)",515,473,91.84%,42,8.16%,397,29,47,34,6,2,0,6.50,22.84,3.43,,,
"(5V20) (653) Roseburg, OR HCS","18,602","17,579",94.50%,"1,023",5.50%,"15,015","1,146","1,418",833,128,35,27,4.59,9.06,5.05,,,
"(5V20) (653) Roseburg, OR","8,048","7,580",94.18%,468,5.82%,"6,308",550,722,379,54,20,15,7.05,9.36,3.67,,,
"(5V20) (653BV) Roseburg, OR - VADOM",362,362,100.00%,0,0.00%,362,0,0,0,0,0,0,,,,,,
"(5V20) (653BY) Eugene, OR","7,946","7,490",94.26%,456,5.74%,"6,448",466,576,387,50,9,10,3.11,8.78,4.93,,,
"(5V20) (653GA) North Bend, OR",849,803,94.58%,46,5.42%,711,32,60,38,6,2,0,9.83,1.80,1.79,,,
