facility,Total Completed Appointments 1,Completed within 30 Days 2,Percent Appts Complete d in 30 Days or Less 3,Completed in Over 30 Days 4,Percent Appts Complete d in Over 30 Days 5,"Completed 0-7 Days
6","Completed 8-14
Days 7","Completed 15-30
Days 8","Completed 31-60
Days 9","Completed 61-90
Days 10","Completed 91-120
Days 11","Completed in more than 120
Days 12",PC Avg Wait Time in Days 13,SC Avg Wait Time in Days 14,MH Avg Wait Time in Days 15,,
"(4V17) (671GP) Balcones Heights, TX","5,896","5,696",96.61%,200,3.39%,"5,278",238,180,159,29,5,7,1.98,2.02,10.23,,
"(4V17) (671GQ) Shavano Park, TX","1,016",987,97.15%,29,2.85%,892,51,44,21,5,1,2,4.24,,6.98,,
"(4V17) (671GR) North Bexar, TX",595,578,97.14%,17,2.86%,433,61,84,14,2,0,1,7.51,,6.48,,
(4V17) (671PA) San Antonio SARRTP,1,1,100.00%,0,0.00%,1,0,0,0,0,0,0,,,0.00,,
"(4V17) (671QB) Data Point, TX","4,704","4,018",85.42%,686,14.58%,"3,515",227,276,211,114,54,307,,25.27,,,
"Completed Appointment Wait Times National, Facility, and Division Level Summaries.
Wait Time Measured from Preferred Date For the Reporting Period Ending:  February 2021",Total Completed Appointments 1,Completed within 30 Days 2,Percent Appts Complete d in 30 Days or Less 3,Completed in Over 30 Days 4,Percent Appts Complete d in Over 30 Days 5,"Completed 0-7 Days
6","Completed 8-14
Days 7","Completed 15-30
Days 8","Completed 31-60
Days 9","Completed 61-90
Days 10","Completed 91-120
Days 11","Completed in more than 120
Days 12",PC Avg Wait Time in Days 13,SC Avg Wait Time in Days 14,MH Avg Wait Time in Days 15,,
"(4V17) (674) Temple, TX HCS","50,017","45,912",91.79%,"4,105",8.21%,"40,624","2,423","2,865","2,102",837,494,672,4.23,18.71,5.95,,
"(4V17) (674BY) Austin, TX",1,1,100.00%,0,0.00%,1,0,0,0,0,0,0,5.44,17.93,9.03,,
"(4V17) (674) Temple, TX (Olin E.
Teague Center)","24,017","21,745",90.54%,"2,272",9.46%,"19,072","1,167","1,506","1,094",471,325,382,5.44,17.93,9.03,,
"(4V17) (674A4) Waco, TX (Doris
Miller)","5,391","5,126",95.08%,265,4.92%,"4,672",237,217,185,31,15,34,2.46,14.19,2.02,,
"(4V17) (674BY) Austin, TX","14,813","13,451",90.81%,"1,362",9.19%,"11,865",735,851,707,282,136,237,3.95,21.73,4.19,,
"(4V17) (674GA) Palestine, TX",429,417,97.20%,12,2.80%,365,27,25,6,2,2,2,4.75,0.00,6.20,,
"(4V17) (674GB) Brownwood, TX",499,466,93.39%,33,6.61%,430,15,21,8,20,2,3,8.70,7.08,2.97,,
"(4V17) (674GC) Bryan, TX",839,820,97.74%,19,2.26%,734,52,34,13,1,4,1,3.07,0.13,6.40,,
"(4V17) (674GD) Cedar Park, TX","2,684","2,578",96.05%,106,3.95%,"2,315",123,140,67,19,10,10,3.44,10.32,7.87,,
"(4V17) (674GF) Temple South General Bruce Drive, TX","1,202","1,169",97.25%,33,2.75%,"1,044",58,67,19,11,0,3,5.76,11.59,0.52,,
"(4V17) (674HB) LaGrange, TX",142,139,97.89%,3,2.11%,126,9,4,3,0,0,0,2.50,,1.82,,
"(4V17) (504) Amarillo, TX HCS","15,305","14,465",94.51%,840,5.49%,"13,410",534,521,371,162,85,222,2.38,18.69,3.21,,
"(4V17) (504) Amarillo, TX (Thomas E. Creek)","10,287","9,794",95.21%,493,4.79%,"9,012",403,379,207,76,62,148,1.79,15.86,3.36,,
"(4V17) (504BY) Lubbock, TX","4,431","4,101",92.55%,330,7.45%,"3,865",118,118,149,84,23,74,3.18,29.22,3.45,,
"(4V17) (504BZ) Clovis, NM",424,409,96.46%,15,3.54%,375,12,22,14,1,0,0,5.67,,1.50,,
"(4V17) (504GA) Childress, TX",123,121,98.37%,2,1.63%,119,1,1,1,1,0,0,0.75,,3.50,,
"(4V17) (504HB) Dalhart, TX",40,40,100.00%,0,0.00%,39,0,1,0,0,0,0,0.16,,0.00,,
"(4V17) (519) Big Spring, TX HCS","8,600","8,091",94.08%,509,5.92%,"7,401",315,375,221,132,53,103,2.73,17.21,8.48,,
"(4V17) (519) Big Spring, TX (George H. OBrien, Jr.)","4,528","4,197",92.69%,331,7.31%,"3,899",125,173,121,101,43,66,2.34,18.23,14.38,,
"(4V17) (519GA) Permian Basin, TX (Wilson and Young Medal of Honor)","1,197","1,151",96.16%,46,3.84%,"1,063",43,45,22,9,2,13,2.28,16.81,4.25,,
"(4V17) (519GB) Hobbs, NM",228,203,89.04%,25,10.96%,174,8,21,16,2,1,6,16.18,,2.29,,
"(4V17) (519GD) Fort Stockton, TX",59,57,96.61%,2,3.39%,53,2,2,1,1,0,0,4.27,,,,
"(4V17) (519HC) Abilene, TX","1,312","1,256",95.73%,56,4.27%,"1,130",60,66,29,12,3,12,2.75,11.47,6.90,,
"(4V17) (519HF) San Angelo, TX","1,276","1,227",96.16%,49,3.84%,"1,082",77,68,32,7,4,6,2.28,26.93,5.66,,
"(4V17) (756) El Paso, TX HCS","21,269","20,632",97.01%,637,2.99%,"19,065",818,749,436,119,41,41,1.96,3.64,4.63,,
"(4V17) (756) El Paso, TX","14,431","14,049",97.35%,382,2.65%,"13,140",472,437,274,72,25,11,1.76,3.83,2.99,,
"(4V17) (756GA) Las Cruces, NM","1,452","1,383",95.25%,69,4.75%,"1,251",68,64,51,17,1,0,3.44,0.71,3.55,,
"(4V17) (756GB) El Paso Eastside, TX","1,840","1,776",96.52%,64,3.48%,"1,557",109,110,23,8,10,23,2.56,2.49,9.99,,
"(4V17) (756GC) El Paso Westside, TX","1,354","1,331",98.30%,23,1.70%,"1,210",76,45,21,2,0,0,2.00,2.89,2.94,,
"(4V17) (756QA) El Paso South Central, TX","1,566","1,479",94.44%,87,5.56%,"1,364",63,52,56,19,5,7,,,4.61,,
"(4V17) (756QB) El Paso Central, TX",626,614,98.08%,12,1.92%,543,30,41,11,1,0,0,,1.86,,,
(4V17) (740) Texas Valley Coastal Bend HCS,"24,878","24,405",98.10%,473,1.90%,"22,883",828,694,286,86,27,74,1.85,4.17,1.40,,
"(4V17) (740) Harlingen, TX","5,017","4,909",97.85%,108,2.15%,"4,489",204,216,59,20,10,19,2.32,4.85,1.65,,
"(4V17) (740GA) Harlingen Treasure Hills, TX","3,833","3,765",98.23%,68,1.77%,"3,596",81,88,50,11,2,5,2.28,2.29,0.00,,
"(4V17) (740GB) McAllen, TX","7,018","6,952",99.06%,66,0.94%,"6,562",247,143,53,8,2,3,0.62,2.44,0.92,,
"(4V17) (740GC) Corpus Christi, TX","3,803","3,757",98.79%,46,1.21%,"3,607",96,54,25,14,2,5,3.05,0.15,0.08,,
"(4V17) (740GD) Laredo, TX","2,208","2,190",99.18%,18,0.82%,"2,067",86,37,11,2,3,2,2.76,0.35,1.71,,
"(4V17) (740GH) South Enterprize, TX","2,671","2,504",93.75%,167,6.25%,"2,235",114,155,88,31,8,40,1.00,12.82,2.79,,
"(4V17) (740GI) Old Brownsville, TX",328,328,100.00%,0,0.00%,327,0,1,0,0,0,0,,,0.04,,
"(4V19) (623) Muskogee, OK HCS","23,333","22,363",95.84%,970,4.16%,"20,092","1,227","1,044",552,211,137,70,3.85,5.49,5.57,,
"(4V19) (623) Muskogee, OK (Jack C. Montgomery)","10,218","9,779",95.70%,439,4.30%,"8,781",528,470,219,120,64,36,3.65,5.63,2.77,,
"Completed Appointment Wait Times National, Facility, and Division Level Summaries.
Wait Time Measured from Preferred Date For the Reporting Period Ending:  February 2021",Total Completed Appointments 1,Completed within 30 Days 2,Percent Appts Complete d in 30 Days or Less 3,Completed in Over 30 Days 4,Percent Appts Complete d in Over 30 Days 5,"Completed 0-7 Days
6","Completed 8-14
Days 7","Completed 15-30
Days 8","Completed 31-60
Days 9","Completed 61-90
Days 10","Completed 91-120
Days 11","Completed in more than 120
Days 12",PC Avg Wait Time in Days 13,SC Avg Wait Time in Days 14,MH Avg Wait Time in Days 15,,
"(4V19) (623BY) Tulsa, OK (Ernest Childers)",15,15,100.00%,0,0.00%,15,0,0,0,0,0,0,3.65,5.63,2.77,,
"(4V19) (623BY) Tulsa, OK (Ernest Childers)","8,599","8,220",95.59%,379,4.41%,"7,555",365,300,213,69,71,26,4.26,5.61,1.50,,
"(4V19) (623GA) McAlester, OK",475,467,98.32%,8,1.68%,426,23,18,4,4,0,0,1.10,10.56,2.75,,
"(4V19) (623GB) Vinita, OK",698,687,98.42%,11,1.58%,608,45,34,9,0,0,2,3.30,0.44,11.43,,
"(4V19) (623GC) McCurtain County, OK",250,243,97.20%,7,2.80%,228,1,14,6,1,0,0,5.01,,0.00,,
"(4V19) (623QA) Muskogee East, OK",305,300,98.36%,5,1.64%,262,24,14,4,1,0,0,,,2.49,,
"(4V19) (623QB) Tulsa Eleventh Street, OK","2,217","2,118",95.53%,99,4.47%,"1,714",225,179,85,13,1,0,,2.20,6.69,,
"(4V19) (623BY) Tulsa, OK (Ernest Childers)",3,2,66.67%,1,33.33%,1,0,1,1,0,0,0,,2.20,6.69,,
"(4V19) (623QC) Yale Avenue, OK",553,532,96.20%,21,3.80%,502,16,14,11,3,1,6,,4.73,,,
"(4V19) (635) Oklahoma City, OK HCS","42,813","40,658",94.97%,"2,155",5.03%,"37,825","1,418","1,415","1,054",486,220,395,4.44,7.17,5.85,,
"(4V19) (635QC) Fourteenth Street, OK",1,1,100.00%,0,0.00%,1,0,0,0,0,0,0,9.15,7.25,6.09,,
"(4V19) (635) Oklahoma City, OK","30,203","28,513",94.40%,"1,690",5.60%,"26,668",860,985,763,407,188,332,9.15,7.25,6.09,,
"(4V19) (635GA) Lawton, OK","3,624","3,501",96.61%,123,3.39%,"3,208",157,136,54,20,7,42,5.75,5.20,7.19,,
"(4V19) (635GB) Wichita Falls, TX","1,044","1,041",99.71%,3,0.29%,982,37,22,3,0,0,0,0.82,2.97,2.84,,
"(4V19) (635GC) Blackwell, OK",111,109,98.20%,2,1.80%,105,1,3,1,0,0,1,3.43,,,,
"(4V19) (635GD) Ada, OK",293,291,99.32%,2,0.68%,286,4,1,2,0,0,0,0.10,,7.17,,
"(4V19) (635GE) Stillwater, OK",460,456,99.13%,4,0.87%,441,10,5,2,1,0,1,3.01,,1.48,,
"(4V19) (635GF) Altus, OK",170,170,100.00%,0,0.00%,161,5,4,0,0,0,0,0.90,,4.30,,
"(4V19) (635GG) Enid, OK",92,92,100.00%,0,0.00%,90,0,2,0,0,0,0,0.38,,2.64,,
"(4V19) (635GH) Clinton, OK",169,167,98.82%,2,1.18%,143,10,14,1,1,0,0,2.55,14.57,0.00,,
"(4V19) (635GI) Norman, OK",263,245,93.16%,18,6.84%,221,9,15,15,3,0,0,4.05,15.89,1.14,,
"(4V19) (635GJ) Yukon, OK",252,250,99.21%,2,0.79%,221,19,10,2,0,0,0,1.71,4.21,1.29,,
"(4V19) (635HB) Ardmore, OK",338,335,99.11%,3,0.89%,317,12,6,3,0,0,0,1.68,0.00,3.67,,
"(4V19) (635QA) North May, OK",884,846,95.70%,38,4.30%,768,43,35,31,5,1,1,4.85,2.30,3.40,,
"(4V19) (635QB) South Oklahoma City, OK","2,879","2,751",95.55%,128,4.45%,"2,528",128,95,82,21,15,10,3.27,9.20,6.71,,
"(4V19) (635QC) Fourteenth Street, OK",665,659,99.10%,6,0.90%,643,11,5,0,3,3,0,1.31,,,,
"(4V19) (635QD) Lawton North, OK","1,152","1,022",88.72%,130,11.28%,866,95,61,92,25,5,8,,7.57,,,
"(4V19) (635QE) Tinker, OK",213,209,98.12%,4,1.88%,176,17,16,3,0,1,0,2.31,9.49,,,
(4V19) (436) Montana HCS,"22,756","21,810",95.84%,946,4.16%,"19,776","1,028","1,006",518,248,96,84,1.50,12.58,2.64,,
"(4V19) (436) Fort Harrison, MT","6,384","5,951",93.22%,433,6.78%,"5,178",384,389,228,119,44,42,3.17,13.38,3.61,,
"(4V19) (436A4) Miles City CLC, MT",473,471,99.58%,2,0.42%,443,20,8,0,2,0,0,0.38,3.92,2.00,,
"(4V19) (436GA) Anaconda, MT",599,593,99.00%,6,1.00%,566,10,17,2,2,1,1,1.63,10.11,1.57,,
"(4V19) (436GB) Great Falls, MT","1,656","1,629",98.37%,27,1.63%,"1,526",58,45,20,5,1,1,0.73,16.71,3.43,,
"(4V19) (436GC) Missoula, MT (David J. Thatcher)","2,973","2,943",98.99%,30,1.01%,"2,770",114,59,19,7,1,3,0.46,5.94,3.38,,
"(4V19) (436GD) Bozeman, MT
(Travis W. Atkins)","1,522","1,513",99.41%,9,0.59%,"1,417",47,49,9,0,0,0,1.06,15.94,0.59,,
"(4V19) (436GF) Kalispell, MT","2,084","2,022",97.02%,62,2.98%,"1,857",83,82,38,10,6,8,1.08,23.73,2.95,,
"(4V19) (436GH) Billings Majestic Lane, MT (Benjamin Charles Steele)","2,459","2,190",89.06%,269,10.94%,"1,878",149,163,128,90,35,16,,12.50,1.77,,
"(4V19) (436GI) Glasgow, MT",114,113,99.12%,1,0.88%,104,4,5,1,0,0,0,2.41,0.00,0.00,,
"(4V19) (436GK) Glendive, MT",126,126,100.00%,0,0.00%,122,3,1,0,0,0,0,0.73,0.00,0.93,,
"(4V19) (436GL) Cut Bank, MT",118,116,98.31%,2,1.69%,109,2,5,1,0,1,0,1.23,16.50,0.43,,
"(4V19) (436GM) Lewistown, MT",324,323,99.69%,1,0.31%,312,6,5,1,0,0,0,0.12,4.44,0.00,,
"Completed Appointment Wait Times National, Facility, and Division Level Summaries.
Wait Time Measured from Preferred Date For the Reporting Period Ending:  February 2021",Total Completed Appointments 1,Completed within 30 Days 2,Percent Appts Complete d in 30 Days or Less 3,Completed in Over 30 Days 4,Percent Appts Complete d in Over 30 Days 5,"Completed 0-7 Days
6","Completed 8-14
Days 7","Completed 15-30
Days 8","Completed 31-60
Days 9","Completed 61-90
Days 10","Completed 91-120
Days 11","Completed in more than 120
Days 12",PC Avg Wait Time in Days 13,SC Avg Wait Time in Days 14,MH Avg Wait Time in Days 15,,
"(4V19) (436GN) Billings Spring Creek Lane, MT (Dr. Joseph Medicine Crow)","2,825","2,783",98.51%,42,1.49%,"2,633",79,71,25,8,5,4,2.26,4.79,0.31,,
"(4V19) (436HC) Havre, MT (Merril Lundman)",388,384,98.97%,4,1.03%,376,3,5,2,1,1,0,1.11,,2.72,,
"(4V19) (436QA) Hamilton, MT",285,284,99.65%,1,0.35%,241,25,18,1,0,0,0,2.81,7.91,0.00,,
"(4V19) (436QB) Plentywood, MT",30,30,100.00%,0,0.00%,30,0,0,0,0,0,0,0.50,,0.00,,
"(4V19) (436QC) Helena, MT",396,339,85.61%,57,14.39%,214,41,84,43,4,1,9,,,,,
"(4V19) (442) Cheyenne, WY HCS","14,050","13,123",93.40%,927,6.60%,"11,537",701,885,451,215,97,164,7.28,8.08,3.87,,
"(4V19) (442) Cheyenne, WY","8,325","7,745",93.03%,580,6.97%,"6,877",383,485,274,127,59,120,8.99,7.70,3.44,,
"(4V19) (442GB) Sidney, NE",254,240,94.49%,14,5.51%,214,14,12,9,2,0,3,10.73,2.12,2.38,,
"(4V19) (442GC) Fort Collins, CO","1,436","1,361",94.78%,75,5.22%,"1,190",63,108,40,24,8,3,7.35,9.87,4.00,,
"(4V19) (442GD) Loveland, CO","3,779","3,536",93.57%,243,6.43%,"3,061",231,244,117,60,29,37,5.89,9.30,4.55,,
"(4V19) (442HK) Wheatland, WY - Mobile",6,5,83.33%,1,16.67%,3,1,1,1,0,0,0,9.00,,,,
"(4V19) (442QA) Rawlins, WY",159,155,97.48%,4,2.52%,141,6,8,3,1,0,0,1.98,12.38,7.59,,
"(4V19) (442QB) Torrington, WY - Mobile",25,25,100.00%,0,0.00%,22,2,1,0,0,0,0,4.50,,,,
"(4V19) (442QD) Laramie, WY -
Mobile",44,37,84.09%,7,15.91%,21,0,16,4,1,1,1,14.94,,,,
"(4V19) (442QE) Sterling, CO",22,19,86.36%,3,13.64%,8,1,10,3,0,0,0,12.50,,,,
"(4V19) (554) Aurora, CO HCS","61,962","57,814",93.31%,"4,148",6.69%,"50,042","3,433","4,339","2,439","1,028",352,329,6.80,8.25,4.81,,
"(4V19) (554) Aurora, CO (Rocky Mountain Regional)","32,393","29,995",92.60%,"2,398",7.40%,"25,891","1,701","2,403","1,404",549,239,206,6.98,8.12,3.45,,
"(4V19) (554BU) Valor Point, CO - VADOM",3,3,100.00%,0,0.00%,3,0,0,0,0,0,0,,,,,
"(4V19) (554GB) Aurora, CO","1,774","1,693",95.43%,81,4.57%,"1,503",103,87,64,13,0,4,5.99,,4.20,,
"(4V19) (554GC) Golden, CO","4,508","4,184",92.81%,324,7.19%,"3,446",358,380,242,52,15,15,8.18,15.75,2.78,,
"(4V19) (554GD) Pueblo, CO (PFC
James Dunn)","4,680","4,464",95.38%,216,4.62%,"3,875",239,350,116,66,15,19,9.65,7.63,3.05,,
"(4V19) (554GE) Colorado Springs, CO (PFC Floyd K. Lindstrom)","13,742","12,859",93.57%,883,6.43%,"11,258",761,840,497,233,73,80,6.60,8.29,8.04,,
"(4V19) (554GF) Alamosa, CO",549,540,98.36%,9,1.64%,499,26,15,6,2,0,1,4.32,2.72,5.70,,
"(4V19) (554GG) La Junta, CO",232,225,96.98%,7,3.02%,210,6,9,6,1,0,0,5.86,0.81,2.51,,
"(4V19) (554GH) Lamar, CO",189,189,100.00%,0,0.00%,178,10,1,0,0,0,0,2.14,0.00,0.60,,
"(4V19) (554GI) Burlington, CO",145,145,100.00%,0,0.00%,136,7,2,0,0,0,0,1.54,0.25,,,
"(4V19) (554GJ) Denver East 9th Avenue, CO",905,883,97.57%,22,2.43%,764,72,47,12,7,3,0,6.35,,0.00,,
"(4V19) (554GK) Union Boulevard, CO",708,698,98.59%,10,1.41%,638,28,32,9,1,0,0,2.68,0.05,,,
"(4V19) (554QA) York Street, CO",70,70,100.00%,0,0.00%,70,0,0,0,0,0,0,,0.00,,,
"(4V19) (554QB) Jewell, CO","1,968","1,772",90.04%,196,9.96%,"1,508",105,159,81,104,7,4,,10.96,,,
"(4V19) (554QC) Salida, CO",96,94,97.92%,2,2.08%,63,17,14,2,0,0,0,6.14,6.32,0.25,,
"(4V19) (575) Grand Junction, CO HCS","12,079","11,627",96.26%,452,3.74%,"10,024",838,765,258,95,46,53,2.47,13.07,4.59,,
"(4V19) (575) Grand Junction, CO","11,020","10,624",96.41%,396,3.59%,"9,154",763,707,237,75,37,47,2.29,12.37,3.54,,
"(4V19) (575GA) Montrose, CO",564,542,96.10%,22,3.90%,463,55,24,8,9,2,3,3.25,25.53,5.50,,
"(4V19) (575GB) Craig, CO (Major
William Edward Adams)",102,98,96.08%,4,3.92%,87,4,7,2,1,1,0,6.74,3.24,0.00,,
"(4V19) (575QA) Glenwood Springs, CO",241,224,92.95%,17,7.05%,195,13,16,6,7,3,1,1.56,10.46,26.48,,
"(4V19) (575QB) Moab, UT",143,133,93.01%,10,6.99%,121,3,9,5,2,1,2,2.56,18.82,2.50,,
"(4V19) (575QC) Grand Junction, CO
- Mobile",9,6,66.67%,3,33.33%,4,0,2,0,1,2,0,36.44,,,,
"(4V19) (660) Salt Lake City, UT HCS","34,606","32,511",93.95%,"2,095",6.05%,"29,099","1,627","1,785","1,113",530,200,252,6.39,6.99,2.27,,
"(4V19) (660) Salt Lake City, UT (George E. Wahlen)","26,115","24,490",93.78%,"1,625",6.22%,"22,075","1,121","1,294",872,399,156,198,8.42,6.61,0.91,,
"Completed Appointment Wait Times National, Facility, and Division Level Summaries.
Wait Time Measured from Preferred Date For the Reporting Period Ending:  February 2021",Total Completed Appointments 1,Completed within 30 Days 2,Percent Appts Complete d in 30 Days or Less 3,Completed in Over 30 Days 4,Percent Appts Complete d in Over 30 Days 5,"Completed 0-7 Days
6","Completed 8-14
Days 7","Completed 15-30
Days 8","Completed 31-60
Days 9","Completed 61-90
Days 10","Completed 91-120
Days 11","Completed in more than 120
Days 12",PC Avg Wait Time in Days 13,SC Avg Wait Time in Days 14,MH Avg Wait Time in Days 15,,
"(4V19) (660GA) Pocatello, ID","1,577","1,511",95.81%,66,4.19%,"1,339",72,100,36,12,8,10,2.37,20.54,6.41,,
"(4V19) (660GB) Ogden, UT","1,719","1,555",90.46%,164,9.54%,"1,240",137,178,72,63,15,14,8.27,11.61,21.18,,
"(4V19) (660GD) Roosevelt, UT",141,138,97.87%,3,2.13%,136,1,1,3,0,0,0,3.53,,,,
"(4V19) (660GE) Orem, UT","1,134","1,069",94.27%,65,5.73%,975,50,44,28,16,5,16,6.47,16.19,2.99,,
"(4V19) (660GG) St. George, UT","1,455","1,403",96.43%,52,3.57%,"1,237",97,69,18,16,8,10,7.11,10.64,7.42,,
"(4V19) (660GJ) South Jordan, UT","1,064","1,029",96.71%,35,3.29%,929,56,44,27,4,3,1,4.71,5.97,0.13,,
"(4V19) (660GK) Elko, NV",136,130,95.59%,6,4.41%,98,22,10,5,0,0,1,5.84,,,,
"(4V19) (660QA) Idaho Falls, ID","1,191","1,136",95.38%,55,4.62%,"1,025",68,43,39,10,4,2,2.08,6.17,14.82,,
"(4V19) (660QB) Price, UT",74,50,67.57%,24,32.43%,45,3,2,13,10,1,0,26.31,,0.00,,
"(4V19) (666) Sheridan, WY HCS","7,637","7,449",97.54%,188,2.46%,"6,880",312,257,104,36,17,31,2.02,7.62,5.36,,
"(4V19) (666) Sheridan, WY","4,194","4,065",96.92%,129,3.08%,"3,767",155,143,70,24,13,22,1.86,8.55,5.35,,
"(4V19) (666GB) Casper, WY","1,567","1,544",98.53%,23,1.47%,"1,408",86,50,12,4,1,6,1.81,1.39,5.28,,
"(4V19) (666GC) Riverton, WY",434,423,97.47%,11,2.53%,383,25,15,3,5,1,2,3.30,0.00,17.50,,
"(4V19) (666GD) Cody, WY",346,338,97.69%,8,2.31%,318,5,15,7,1,0,0,1.95,0.00,0.75,,
"(4V19) (666GE) Gillette, WY",432,426,98.61%,6,1.39%,406,10,10,6,0,0,0,1.23,0.00,1.07,,
"(4V19) (666GF) Rock Springs, WY",375,368,98.13%,7,1.87%,326,23,19,4,1,2,0,3.08,6.09,48.50,,
"(4V19) (666QA) Afton, WY",148,148,100.00%,0,0.00%,139,6,3,0,0,0,0,0.81,,,,
"(4V19) (666QB) Evanston, WY",68,65,95.59%,3,4.41%,63,1,1,2,0,0,1,4.26,,,,
"(4V19) (666QC) Worland, WY",73,72,98.63%,1,1.37%,70,1,1,0,1,0,0,1.51,0.00,0.00,,
"(5V20) (463) Anchorage, AK HCS","10,890","10,449",95.95%,441,4.05%,"9,630",352,467,232,87,43,79,2.64,15.37,3.37,,
"(5V20) (463) Anchorage, AK","7,051","6,679",94.72%,372,5.28%,"6,072",250,357,205,71,38,58,1.91,15.32,3.81,,
"(5V20) (463BU) Anchorage, AK - VADOM",471,471,100.00%,0,0.00%,470,0,1,0,0,0,0,,,0.00,,
"(5V20) (463GA) Fairbanks, AK","1,061","1,054",99.34%,7,0.66%,967,47,40,5,2,0,0,1.34,0.00,1.68,,
"(5V20) (463GB) Kenai, AK",661,635,96.07%,26,3.93%,601,12,22,7,2,3,14,8.38,,0.27,,
"(5V20) (463GC) Mat-Su, AK","1,190","1,162",97.65%,28,2.35%,"1,099",26,37,12,10,1,5,2.64,21.54,4.84,,
"(5V20) (463GD) Homer, AK",139,134,96.40%,5,3.60%,130,3,1,1,1,1,2,6.85,,1.47,,
"(5V20) (463GE) Juneau, AK",317,314,99.05%,3,0.95%,291,14,9,2,1,0,0,2.34,,,,
"(5V20) (531) Boise, ID HCS","28,607","27,212",95.12%,"1,395",4.88%,"24,814",998,"1,400",788,275,148,184,1.86,11.93,2.09,,
"(5V20) (531) Boise, ID","25,954","24,718",95.24%,"1,236",4.76%,"22,489",922,"1,307",726,213,129,168,1.60,11.84,2.06,,
"(5V20) (531GE) Twin Falls, ID",913,899,98.47%,14,1.53%,847,29,23,10,1,2,1,2.01,0.00,0.79,,
"(5V20) (531GG) Caldwell, ID","1,369","1,232",89.99%,137,10.01%,"1,124",42,66,48,61,17,11,7.26,18.88,3.65,,
"(5V20) (531GH) Eastern Oregon, OR",80,80,100.00%,0,0.00%,80,0,0,0,0,0,0,0.06,,0.00,,
"(5V20) (531GI) Mountain Home, ID",190,183,96.32%,7,3.68%,177,4,2,3,0,0,4,1.44,0.39,,,
"(5V20) (531GJ) Salmon, ID",101,100,99.01%,1,0.99%,97,1,2,1,0,0,0,1.14,28.00,3.00,,
"(5V20) (648) Portland, OR HCS","43,766","40,476",92.48%,"3,290",7.52%,"35,366","2,459","2,651","1,605",715,385,585,4.36,19.72,1.13,,
"(5V20) (648) Portland, OR","21,541","19,391",90.02%,"2,150",9.98%,"16,705","1,120","1,566","1,026",494,260,370,3.25,18.31,0.96,,
"(5V20) (648A4) Portland Vancouver, WA","8,107","7,615",93.93%,492,6.07%,"6,872",377,366,212,114,66,100,4.26,23.19,1.30,,
"(5V20) (648BU) Vancouver, WA - VADOM",28,26,92.86%,2,7.14%,26,0,0,0,1,0,1,,,,,
"(5V20) (648GA) Bend, OR (Robert D.
Maxwell)","2,591","2,458",94.87%,133,5.13%,"2,125",205,128,72,23,9,29,6.14,17.06,0.87,,
"(5V20) (648GB) Salem, OR","4,236","3,964",93.58%,272,6.42%,"3,596",216,152,149,48,25,50,3.79,25.66,1.57,,
"(5V20) (648GD) North Coast, OR",107,107,100.00%,0,0.00%,105,0,2,0,0,0,0,0.02,,0.00,,
"(5V20) (648GE) Fairview, OR","1,765","1,705",96.60%,60,3.40%,"1,554",102,49,36,13,8,3,6.17,17.14,1.39,,
"(5V20) (648GF) Hillsboro, OR","2,613","2,525",96.63%,88,3.37%,"2,066",245,214,56,8,4,20,4.19,21.05,1.51,,
"Completed Appointment Wait Times National, Facility, and Division Level Summaries.
Wait Time Measured from Preferred Date For the Reporting Period Ending:  February 2021",Total Completed Appointments 1,Completed within 30 Days 2,Percent Appts Complete d in 30 Days or Less 3,Completed in Over 30 Days 4,Percent Appts Complete d in Over 30 Days 5,"Completed 0-7 Days
6","Completed 8-14
Days 7","Completed 15-30
Days 8","Completed 31-60
Days 9","Completed 61-90
Days 10","Completed 91-120
Days 11","Completed in more than 120
Days 12",PC Avg Wait Time in Days 13,SC Avg Wait Time in Days 14,MH Avg Wait Time in Days 15,,
"(5V20) (648GG) West Linn, OR","1,782","1,745",97.92%,37,2.08%,"1,514",135,96,28,3,3,3,3.79,18.06,0.28,,
"(5V20) (648GH) Newport, OR",222,218,98.20%,4,1.80%,188,7,23,2,1,1,0,6.89,,,,
"(5V20) (648GI) Portland 1st Avenue, OR",383,355,92.69%,28,7.31%,294,25,36,11,6,5,6,9.20,,0.00,,
"(5V20) (648GJ) The Dalles, OR
(Loren R. Kaufman)",391,367,93.86%,24,6.14%,321,27,19,13,4,4,3,5.31,17.28,8.00,,
"(5V20) (653) Roseburg, OR HCS","17,995","16,838",93.57%,"1,157",6.43%,"15,008",852,978,495,300,119,243,4.62,22.04,1.33,,
"(5V20) (653) Roseburg, OR","7,408","6,761",91.27%,647,8.73%,"6,061",294,406,240,151,57,199,6.49,33.05,1.03,,
"(5V20) (653BY) Eugene, OR","8,407","7,939",94.43%,468,5.57%,"6,955",492,492,217,147,61,43,3.83,11.27,7.14,,
"(5V20) (653GA) North Bend, OR",921,891,96.74%,30,3.26%,793,36,62,26,2,1,1,3.49,14.14,0.00,,
"(5V20) (653GB) Brookings, OR",459,458,99.78%,1,0.22%,441,13,4,1,0,0,0,0.58,4.83,1.29,,
"(5V20) (653QA) Downtown Eugene, OR",800,789,98.63%,11,1.38%,758,17,14,11,0,0,0,,,1.14,,
