facility,Total Completed Appointments 1,Completed within 30 Days 2,Percent Appts Complete d in 30 Days or Less 3,Completed in Over 30 Days 4,Percent Appts Complete d in Over 30 Days 5,"Completed 0-7 Days
6","Completed 8-14
Days 7","Completed 15-30
Days 8","Completed 31-60
Days 9","Completed 61-90
Days 10","Completed 91-120
Days 11","Completed in more than 120
Days 12",PC Avg Wait Time in Days 13,SC Avg Wait Time in Days 14,MH Avg Wait Time in Days 15,,,
"Completed Appointment Wait Times National, Facility, and Division Level Summaries.
Wait Time Measured from Preferred Date For the Reporting Period Ending:  December 2020",Total Completed Appointments 1,Completed within 30 Days 2,Percent Appts Complete d in 30 Days or Less 3,Completed in Over 30 Days 4,Percent Appts Complete d in Over 30 Days 5,"Completed 0-7 Days
6","Completed 8-14
Days 7","Completed 15-30
Days 8","Completed 31-60
Days 9","Completed 61-90
Days 10","Completed 91-120
Days 11","Completed in more than 120
Days 12",PC Avg Wait Time in Days 13,SC Avg Wait Time in Days 14,MH Avg Wait Time in Days 15,,,
"(4V17) (674GA) Palestine, TX",501,470,93.81%,31,6.19%,422,19,29,21,5,2,3,6.12,3.00,7.21,,,
"(4V17) (674GB) Brownwood, TX",510,478,93.73%,32,6.27%,407,29,42,16,9,2,5,8.71,6.36,12.20,,,
"(4V17) (674GC) Bryan, TX",900,861,95.67%,39,4.33%,759,51,51,28,10,1,0,3.28,2.93,9.17,,,
"(4V17) (674GD) Cedar Park, TX","2,668","2,535",95.01%,133,4.99%,"2,182",152,201,95,18,6,14,5.43,9.19,5.75,,,
"(4V17) (674GF) Temple South General Bruce Drive, TX","1,429","1,345",94.12%,84,5.88%,"1,184",82,79,52,27,2,3,4.83,22.41,2.88,,,
"(4V17) (674HB) LaGrange, TX",173,165,95.38%,8,4.62%,158,3,4,0,1,6,1,7.18,,2.91,,,
"(4V17) (504) Amarillo, TX HCS","11,660","10,530",90.31%,"1,130",9.69%,"9,528",485,517,363,190,95,482,5.05,30.53,2.71,,,
"(4V17) (504) Amarillo, TX (Thomas E. Creek)","7,446","6,676",89.66%,770,10.34%,"6,024",328,324,220,123,74,353,5.86,28.13,3.78,,,
"(4V17) (504BY) Lubbock, TX","3,521","3,178",90.26%,343,9.74%,"2,875",139,164,129,64,21,129,4.90,39.48,1.32,,,
"(4V17) (504BZ) Clovis, NM",592,584,98.65%,8,1.35%,557,13,14,7,1,0,0,1.80,,1.13,,,
"(4V17) (504GA) Childress, TX",70,61,87.14%,9,12.86%,51,1,9,7,2,0,0,11.63,,1.00,,,
"(4V17) (504HB) Dalhart, TX",31,31,100.00%,0,0.00%,21,4,6,0,0,0,0,4.88,,0.00,,,
"(4V17) (519) Big Spring, TX HCS","5,209","4,944",94.91%,265,5.09%,"4,550",199,195,118,56,29,62,2.14,7.08,5.89,,,
"(4V17) (519) Big Spring, TX (George H. OBrien, Jr.)","1,863","1,745",93.67%,118,6.33%,"1,568",83,94,55,17,6,40,1.13,6.82,10.07,,,
"(4V17) (519GA) Permian Basin, TX (Wilson and Young Medal of Honor)",943,902,95.65%,41,4.35%,862,23,17,19,12,3,7,0.25,7.67,4.17,,,
"(4V17) (519GB) Hobbs, NM",239,219,91.63%,20,8.37%,201,13,5,4,8,5,3,8.15,,1.37,,,
"(4V17) (519GD) Fort Stockton, TX",56,56,100.00%,0,0.00%,54,2,0,0,0,0,0,0.18,,,,,
"(4V17) (519HC) Abilene, TX","1,025",958,93.46%,67,6.54%,893,36,29,26,19,14,8,6.62,0.40,5.65,,,
"(4V17) (519HF) San Angelo, TX","1,083","1,064",98.25%,19,1.75%,972,42,50,14,0,1,4,1.51,29.09,2.06,,,
"(4V17) (756) El Paso, TX HCS","16,633","16,137",97.02%,496,2.98%,"14,599",772,766,334,117,25,20,2.87,3.39,4.49,,,
"(4V17) (756) El Paso, TX","10,439","10,169",97.41%,270,2.59%,"9,335",409,425,169,72,15,14,2.54,3.61,3.32,,,
"(4V17) (756GA) Las Cruces, NM","1,160","1,114",96.03%,46,3.97%,946,80,88,33,9,3,1,5.28,0.18,2.65,,,
"(4V17) (756GB) El Paso Eastside, TX","1,670","1,600",95.81%,70,4.19%,"1,396",114,90,48,15,4,3,1.97,2.47,10.16,,,
"(4V17) (756GC) El Paso Westside, TX","1,358","1,343",98.90%,15,1.10%,"1,272",49,22,14,1,0,0,2.21,1.85,2.23,,,
"(4V17) (756QA) El Paso South Central, TX","1,363","1,286",94.35%,77,5.65%,"1,110",84,92,55,17,3,2,,,4.73,,,
"(4V17) (756QB) El Paso Central, TX",643,625,97.20%,18,2.80%,540,36,49,15,3,0,0,,3.55,,,,
(4V17) (740) Texas Valley Coastal Bend HCS,"21,255","20,436",96.15%,819,3.85%,"18,841",741,854,491,103,55,170,1.89,16.30,1.26,,,
"(4V17) (740) Harlingen, TX","4,585","4,322",94.26%,263,5.74%,"3,726",268,328,187,26,4,46,1.22,12.16,1.76,,,
"(4V17) (740GA) Harlingen Treasure Hills, TX","3,373","3,296",97.72%,77,2.28%,"3,060",119,117,33,12,8,24,2.04,9.28,0.00,,,
"(4V17) (740GB) McAllen, TX","5,617","5,491",97.76%,126,2.24%,"5,236",131,124,101,17,3,5,0.70,9.93,0.91,,,
"(4V17) (740GC) Corpus Christi, TX","2,920","2,884",98.77%,36,1.23%,"2,793",37,54,25,4,4,3,2.44,5.33,0.20,,,
"(4V17) (740GD) Laredo, TX","1,611","1,586",98.45%,25,1.55%,"1,478",56,52,16,3,4,2,3.52,1.50,1.89,,,
"(4V17) (740GH) South Enterprize, TX","2,781","2,490",89.54%,291,10.46%,"2,181",130,179,129,41,32,89,2.21,28.39,1.45,,,
"(4V17) (740GI) Old Brownsville, TX",368,367,99.73%,1,0.27%,367,0,0,0,0,0,1,,,0.43,,,
"(4V19) (623) Muskogee, OK HCS","22,982","21,757",94.67%,"1,225",5.33%,"19,387","1,169","1,201",722,321,94,88,2.86,9.47,5.43,,,
"(4V19) (623) Muskogee, OK (Jack C. Montgomery)","10,321","9,756",94.53%,565,5.47%,"8,664",476,616,341,115,66,43,2.37,7.74,3.93,,,
"(4V19) (623BY) Tulsa, OK (Ernest Childers)","7,199","6,680",92.79%,519,7.21%,"6,023",343,314,274,190,23,32,3.62,15.42,3.33,,,
"(4V19) (623GA) McAlester, OK",685,682,99.56%,3,0.44%,639,27,16,3,0,0,0,0.59,2.45,3.21,,,
"(4V19) (623GB) Vinita, OK",929,916,98.60%,13,1.40%,849,40,27,13,0,0,0,1.14,0.32,6.00,,,
"(4V19) (623GC) McCurtain County, OK",352,350,99.43%,2,0.57%,335,7,8,2,0,0,0,2.10,,0.30,,,
"(4V19) (623QA) Muskogee East, OK",419,408,97.37%,11,2.63%,330,21,57,5,3,0,3,,,7.01,,,
"Completed Appointment Wait Times National, Facility, and Division Level Summaries.
Wait Time Measured from Preferred Date For the Reporting Period Ending:  December 2020",Total Completed Appointments 1,Completed within 30 Days 2,Percent Appts Complete d in 30 Days or Less 3,Completed in Over 30 Days 4,Percent Appts Complete d in Over 30 Days 5,"Completed 0-7 Days
6","Completed 8-14
Days 7","Completed 15-30
Days 8","Completed 31-60
Days 9","Completed 61-90
Days 10","Completed 91-120
Days 11","Completed in more than 120
Days 12",PC Avg Wait Time in Days 13,SC Avg Wait Time in Days 14,MH Avg Wait Time in Days 15,,,
"(4V19) (623QB) Tulsa Eleventh Street, OK","2,483","2,384",96.01%,99,3.99%,"1,987",242,155,83,13,2,1,,4.10,6.05,,,
"(4V19) (623QC) Yale Avenue, OK",594,581,97.81%,13,2.19%,560,13,8,1,0,3,9,,5.13,,,,
"(4V19) (635) Oklahoma City, OK HCS","37,906","35,086",92.56%,"2,820",7.44%,"31,828","1,450","1,808","1,363",562,307,588,4.97,16.29,4.63,,,
"(4V19) (635) Oklahoma City, OK","24,804","22,477",90.62%,"2,327",9.38%,"20,251",964,"1,262","1,093",480,223,531,9.99,18.47,4.51,,,
"(4V19) (635QB) South Oklahoma City, OK",102,97,95.10%,5,4.90%,83,6,8,0,0,1,4,9.99,18.47,4.51,,,
"(4V19) (635GA) Lawton, OK","3,482","3,318",95.29%,164,4.71%,"3,015",148,155,99,31,10,24,4.76,6.99,6.37,,,
"(4V19) (635GB) Wichita Falls, TX","1,212","1,189",98.10%,23,1.90%,"1,127",29,33,20,2,1,0,0.59,7.29,2.86,,,
"(4V19) (635GC) Blackwell, OK",131,127,96.95%,4,3.05%,120,4,3,2,0,1,1,4.65,0.00,0.00,,,
"(4V19) (635GD) Ada, OK",297,297,100.00%,0,0.00%,295,1,1,0,0,0,0,0.09,0.00,0.97,,,
"(4V19) (635GE) Stillwater, OK",437,434,99.31%,3,0.69%,410,16,8,2,1,0,0,2.67,,0.83,,,
"(4V19) (635GF) Altus, OK",271,269,99.26%,2,0.74%,252,14,3,2,0,0,0,0.88,4.00,5.56,,,
"(4V19) (635GG) Enid, OK",179,177,98.88%,2,1.12%,169,4,4,1,1,0,0,0.45,,17.50,,,
"(4V19) (635GH) Clinton, OK",190,187,98.42%,3,1.58%,165,8,14,2,0,1,0,2.75,19.60,16.00,,,
"(4V19) (635GI) Norman, OK",171,171,100.00%,0,0.00%,169,2,0,0,0,0,0,0.96,0.00,0.50,,,
"(4V19) (635GJ) Yukon, OK",14,14,100.00%,0,0.00%,14,0,0,0,0,0,0,0.00,,,,,
"(4V19) (635HB) Ardmore, OK",388,383,98.71%,5,1.29%,356,16,11,4,1,0,0,1.90,2.00,3.44,,,
"(4V19) (635QA) North May, OK","1,028","1,003",97.57%,25,2.43%,927,49,27,9,6,9,1,4.96,0.00,3.29,,,
"(4V19) (635QB) South Oklahoma City, OK","3,345","3,194",95.49%,151,4.51%,"3,002",98,94,79,25,31,16,3.30,8.08,5.20,,,
"(4V19) (635QC) Fourteenth Street, OK",596,595,99.83%,1,0.17%,581,8,6,1,0,0,0,0.27,,,,,
"(4V19) (635QD) Lawton North, OK","1,008",906,89.88%,102,10.12%,669,69,168,46,15,30,11,,10.18,,,,
"(4V19) (635QE) Tinker, OK",251,248,98.80%,3,1.20%,223,14,11,3,0,0,0,1.80,4.81,,,,
(4V19) (436) Montana HCS,"17,374","16,388",94.32%,986,5.68%,"14,604",825,959,592,227,85,82,3.30,12.89,2.37,,,
"(4V19) (436) Fort Harrison, MT","4,930","4,528",91.85%,402,8.15%,"3,976",245,307,238,89,40,35,5.28,13.92,3.56,,,
"(4V19) (436A4) Miles City CLC, MT",274,268,97.81%,6,2.19%,219,23,26,6,0,0,0,2.03,5.00,0.00,,,
"(4V19) (436GA) Anaconda, MT",413,401,97.09%,12,2.91%,362,21,18,10,2,0,0,3.67,5.50,1.83,,,
"(4V19) (436GB) Great Falls, MT","1,441","1,408",97.71%,33,2.29%,"1,339",34,35,21,9,2,1,1.69,6.45,0.26,,,
"(4V19) (436GC) Missoula, MT (David J. Thatcher)","2,062","2,012",97.58%,50,2.42%,"1,809",100,103,36,8,3,3,2.81,5.23,2.21,,,
"(4V19) (436GD) Bozeman, MT","1,096","1,082",98.72%,14,1.28%,996,50,36,10,2,2,0,3.38,6.41,0.88,,,
"(4V19) (436GF) Kalispell, MT","1,630","1,589",97.48%,41,2.52%,"1,433",78,78,24,9,4,4,1.78,13.38,2.67,,,
"(4V19) (436GH) Billings Majestic Lane, MT (Benjamin Charles Steele)","2,481","2,181",87.91%,300,12.09%,"1,868",131,182,160,82,25,33,,13.73,4.17,,,
"(4V19) (436GI) Glasgow, MT",112,112,100.00%,0,0.00%,102,7,3,0,0,0,0,1.76,1.00,0.00,,,
"(4V19) (436GJ) Miles City, MT",1,1,100.00%,0,0.00%,1,0,0,0,0,0,0,,,0.00,,,
"(4V19) (436GK) Glendive, MT",60,58,96.67%,2,3.33%,55,1,2,2,0,0,0,3.67,,3.24,,,
"(4V19) (436GL) Cut Bank, MT",88,88,100.00%,0,0.00%,84,3,1,0,0,0,0,1.07,,0.00,,,
"(4V19) (436GM) Lewistown, MT",234,228,97.44%,6,2.56%,183,15,30,5,1,0,0,6.23,0.60,0.00,,,
"(4V19) (436GN) Billings Spring Creek Lane, MT (Dr. Joseph Medicine Crow)","1,657","1,601",96.62%,56,3.38%,"1,477",59,65,38,10,4,4,5.62,7.50,0.19,,,
"(4V19) (436HC) Havre, MT (Merril Lundman)",155,154,99.35%,1,0.65%,144,6,4,1,0,0,0,1.84,0.00,1.50,,,
"(4V19) (436QA) Hamilton, MT",345,341,98.84%,4,1.16%,307,20,14,3,0,1,0,2.37,32.00,0.20,,,
"(4V19) (436QB) Plentywood, MT",28,28,100.00%,0,0.00%,25,0,3,0,0,0,0,1.88,20.00,0.00,,,
"(4V19) (436QC) Helena, MT",367,308,83.92%,59,16.08%,224,32,52,38,15,4,2,,,,,,
"(4V19) (442) Cheyenne, WY HCS","9,444","8,443",89.40%,"1,001",10.60%,"7,135",577,731,598,216,74,113,13.44,12.92,4.54,,,
"(4V19) (442) Cheyenne, WY","4,688","4,250",90.66%,438,9.34%,"3,645",277,328,274,78,27,59,17.11,10.77,3.74,,,
"Completed Appointment Wait Times National, Facility, and Division Level Summaries.
Wait Time Measured from Preferred Date For the Reporting Period Ending:  December 2020",Total Completed Appointments 1,Completed within 30 Days 2,Percent Appts Complete d in 30 Days or Less 3,Completed in Over 30 Days 4,Percent Appts Complete d in Over 30 Days 5,"Completed 0-7 Days
6","Completed 8-14
Days 7","Completed 15-30
Days 8","Completed 31-60
Days 9","Completed 61-90
Days 10","Completed 91-120
Days 11","Completed in more than 120
Days 12",PC Avg Wait Time in Days 13,SC Avg Wait Time in Days 14,MH Avg Wait Time in Days 15,,,
"(4V19) (442GB) Sidney, NE",155,139,89.68%,16,10.32%,124,3,12,10,3,0,3,9.41,15.12,1.10,,,
"(4V19) (442GC) Fort Collins, CO","1,500","1,382",92.13%,118,7.87%,"1,171",101,110,65,38,12,3,13.27,8.35,4.66,,,
"(4V19) (442GD) Loveland, CO","2,844","2,445",85.97%,399,14.03%,"2,000",176,269,234,94,33,38,13.16,19.52,6.21,,,
"(4V19) (442HK) Wheatland, WY - Mobile",6,6,100.00%,0,0.00%,4,1,1,0,0,0,0,9.25,,0.00,,,
"(4V19) (442QA) Rawlins, WY",144,140,97.22%,4,2.78%,131,7,2,3,0,1,0,1.69,17.13,3.92,,,
"(4V19) (442QB) Torrington, WY - Mobile",35,30,85.71%,5,14.29%,23,4,3,4,0,0,1,47.25,,3.75,,,
"(4V19) (442QD) Laramie, WY -
Mobile",44,30,68.18%,14,31.82%,21,5,4,4,2,1,7,41.27,,7.00,,,
"(4V19) (442QE) Sterling, CO",28,21,75.00%,7,25.00%,16,3,2,4,1,0,2,3.89,,10.50,,,
"(4V19) (554) Aurora, CO HCS","49,814","45,872",92.09%,"3,942",7.91%,"39,383","2,950","3,539","2,568",833,256,285,8.04,11.39,3.87,,,
"(4V19) (554) Aurora, CO (Rocky Mountain Regional)","25,046","22,735",90.77%,"2,311",9.23%,"19,495","1,409","1,831","1,455",522,156,178,8.32,11.05,2.25,,,
"(4V19) (554GB) Aurora, CO","1,849","1,738",94.00%,111,6.00%,"1,475",134,129,82,17,1,11,10.51,,4.14,,,
"(4V19) (554GC) Golden, CO","4,481","4,199",93.71%,282,6.29%,"3,512",359,328,202,61,9,10,7.47,20.27,0.75,,,
"(4V19) (554GD) Pueblo, CO (PFC
James Dunn)","3,718","3,535",95.08%,183,4.92%,"3,039",195,301,133,21,9,20,9.52,10.57,2.57,,,
"(4V19) (554GE) Colorado Springs, CO (PFC Floyd K. Lindstrom)","10,637","9,848",92.58%,789,7.42%,"8,600",591,657,480,175,74,60,7.21,10.92,7.22,,,
"(4V19) (554GF) Alamosa, CO",440,430,97.73%,10,2.27%,377,20,33,9,0,1,0,4.15,18.44,3.76,,,
"(4V19) (554GG) La Junta, CO",255,240,94.12%,15,5.88%,221,14,5,12,2,1,0,8.73,1.00,0.37,,,
"(4V19) (554GH) Lamar, CO",151,145,96.03%,6,3.97%,133,6,6,3,3,0,0,6.94,0.14,0.00,,,
"(4V19) (554GI) Burlington, CO",97,96,98.97%,1,1.03%,90,4,2,1,0,0,0,2.69,3.00,,,,
"(4V19) (554GJ) Denver East 9th Avenue, CO",944,926,98.09%,18,1.91%,820,73,33,15,3,0,0,5.60,,0.00,,,
"(4V19) (554GK) Union Boulevard, CO",568,552,97.18%,16,2.82%,475,35,42,8,6,0,2,2.96,13.92,,,,
"(4V19) (554QB) Jewell, CO","1,534","1,336",87.09%,198,12.91%,"1,094",95,147,166,23,5,4,,12.67,,,,
"(4V19) (554QC) Salida, CO",94,92,97.87%,2,2.13%,52,15,25,2,0,0,0,7.95,16.10,2.33,,,
"(4V19) (575) Grand Junction, CO HCS","8,825","8,240",93.37%,585,6.63%,"6,640",743,857,439,77,20,49,8.99,11.05,5.85,,,
"(4V19) (575) Grand Junction, CO","7,896","7,398",93.69%,498,6.31%,"5,941",674,783,385,60,18,35,10.24,10.42,3.41,,,
"(4V19) (575GA) Montrose, CO",428,406,94.86%,22,5.14%,329,40,37,10,2,0,10,3.22,21.87,0.00,,,
"(4V19) (575GB) Craig, CO (Major
William Edward Adams)",158,149,94.30%,9,5.70%,127,10,12,7,1,0,1,5.47,6.96,5.91,,,
"(4V19) (575QA) Glenwood Springs, CO",232,187,80.60%,45,19.40%,161,12,14,30,12,1,2,4.43,12.83,31.93,,,
"(4V19) (575QB) Moab, UT",98,87,88.78%,11,11.22%,73,7,7,7,2,1,1,15.66,2.29,0.25,,,
"(4V19) (575QC) Grand Junction, CO
- Mobile",13,13,100.00%,0,0.00%,9,0,4,0,0,0,0,7.92,,,,,
"(4V19) (660) Salt Lake City, UT HCS","28,067","25,914",92.33%,"2,153",7.67%,"22,696","1,511","1,707","1,264",444,185,260,7.82,12.11,1.60,,,
"(4V19) (660) Salt Lake City, UT (George E. Wahlen)","19,582","17,966",91.75%,"1,616",8.25%,"15,942",900,"1,124",917,348,144,207,9.05,12.44,0.84,,,
"(4V19) (660GA) Pocatello, ID","1,275","1,165",91.37%,110,8.63%,934,114,117,79,22,4,5,7.49,12.88,6.95,,,
"(4V19) (660GB) Ogden, UT","2,002","1,859",92.86%,143,7.14%,"1,492",171,196,98,23,8,14,8.07,9.31,9.03,,,
"(4V19) (660GD) Roosevelt, UT",197,193,97.97%,4,2.03%,181,5,7,2,0,0,2,4.34,,,,,
"(4V19) (660GE) Orem, UT","1,165","1,076",92.36%,89,7.64%,990,34,52,45,17,12,15,6.17,13.41,2.80,,,
"(4V19) (660GG) St. George, UT","1,214","1,165",95.96%,49,4.04%,985,96,84,32,14,3,0,8.61,4.41,4.59,,,
"(4V19) (660GJ) South Jordan, UT","1,396","1,318",94.41%,78,5.59%,"1,182",86,50,56,5,7,10,5.69,6.90,0.00,,,
"(4V19) (660GK) Elko, NV",142,137,96.48%,5,3.52%,91,32,14,4,0,0,1,9.96,,,,,
"(4V19) (660QA) Idaho Falls, ID",967,943,97.52%,24,2.48%,823,65,55,18,4,0,2,3.13,5.18,6.10,,,
"(4V19) (660QB) Price, UT",115,80,69.57%,35,30.43%,65,8,7,13,11,7,4,30.45,,0.00,,,
"(4V19) (660QC) Weber County, UT",12,12,100.00%,0,0.00%,11,0,1,0,0,0,0,,,0.33,,,
"Completed Appointment Wait Times National, Facility, and Division Level Summaries.
Wait Time Measured from Preferred Date For the Reporting Period Ending:  December 2020",Total Completed Appointments 1,Completed within 30 Days 2,Percent Appts Complete d in 30 Days or Less 3,Completed in Over 30 Days 4,Percent Appts Complete d in Over 30 Days 5,"Completed 0-7 Days
6","Completed 8-14
Days 7","Completed 15-30
Days 8","Completed 31-60
Days 9","Completed 61-90
Days 10","Completed 91-120
Days 11","Completed in more than 120
Days 12",PC Avg Wait Time in Days 13,SC Avg Wait Time in Days 14,MH Avg Wait Time in Days 15,,,
"(4V19) (666) Sheridan, WY HCS","5,614","5,340",95.12%,274,4.88%,"4,764",283,293,171,41,19,43,6.90,12.28,4.21,,,
"(4V19) (666) Sheridan, WY","3,465","3,301",95.27%,164,4.73%,"2,962",178,161,107,22,12,23,7.87,11.95,4.43,,,
"(4V19) (666GB) Casper, WY",830,797,96.02%,33,3.98%,693,41,63,20,3,2,8,4.20,23.75,3.39,,,
"(4V19) (666GC) Riverton, WY",370,340,91.89%,30,8.11%,304,21,15,16,4,2,8,13.03,0.00,3.13,,,
"(4V19) (666GD) Cody, WY",214,206,96.26%,8,3.74%,196,5,5,3,3,0,2,3.84,,0.00,,,
"(4V19) (666GE) Gillette, WY",221,215,97.29%,6,2.71%,181,13,21,4,1,0,1,6.27,1.75,5.20,,,
"(4V19) (666GF) Rock Springs, WY",312,288,92.31%,24,7.69%,256,12,20,16,6,1,1,7.46,8.82,0.75,,,
"(4V19) (666QA) Afton, WY",112,107,95.54%,5,4.46%,95,7,5,5,0,0,0,4.95,0.00,,,,
"(4V19) (666QB) Evanston, WY",50,47,94.00%,3,6.00%,41,3,3,0,1,2,0,9.63,0.00,,,,
"(4V19) (666QC) Worland, WY",40,39,97.50%,1,2.50%,36,3,0,0,1,0,0,3.45,,,,,
"(5V20) (463) Anchorage, AK HCS","8,414","7,984",94.89%,430,5.11%,"7,155",374,455,284,70,17,59,3.12,16.81,3.98,,,
"(5V20) (463) Anchorage, AK","5,088","4,749",93.34%,339,6.66%,"4,159",244,346,224,50,14,51,2.14,16.44,4.11,,,
"(5V20) (463BU) Anchorage, AK - VADOM",396,396,100.00%,0,0.00%,396,0,0,0,0,0,0,,,0.00,,,
"(5V20) (463GA) Fairbanks, AK","1,084","1,064",98.15%,20,1.85%,976,41,47,20,0,0,0,1.42,,0.62,,,
"(5V20) (463GB) Kenai, AK",477,449,94.13%,28,5.87%,404,27,18,20,4,2,2,7.33,,5.09,,,
"(5V20) (463GC) Mat-Su, AK","1,077","1,045",97.03%,32,2.97%,957,49,39,16,12,1,3,3.54,47.36,7.02,,,
"(5V20) (463GD) Homer, AK",75,68,90.67%,7,9.33%,63,3,2,1,3,0,3,15.38,,2.63,,,
"(5V20) (463GE) Juneau, AK",217,213,98.16%,4,1.84%,200,10,3,3,1,0,0,1.90,,1.00,,,
"(5V20) (531) Boise, ID HCS","20,168","18,665",92.55%,"1,503",7.45%,"16,525",935,"1,205",836,323,149,195,5.02,14.58,2.73,,,
"(5V20) (531) Boise, ID","17,684","16,353",92.47%,"1,331",7.53%,"14,374",859,"1,120",744,286,126,175,5.03,14.27,2.82,,,
"(5V20) (531GE) Twin Falls, ID",848,832,98.11%,16,1.89%,777,29,26,14,0,2,0,2.64,0.00,0.65,,,
"(5V20) (531GG) Caldwell, ID","1,302","1,147",88.10%,155,11.90%,"1,050",43,54,78,37,21,19,9.56,27.91,3.47,,,
"(5V20) (531GH) Eastern Oregon, OR",74,74,100.00%,0,0.00%,73,1,0,0,0,0,0,0.17,2.33,0.00,,,
"(5V20) (531GI) Mountain Home, ID",156,155,99.36%,1,0.64%,154,0,1,0,0,0,1,0.09,1.11,,,,
"(5V20) (531GJ) Salmon, ID",104,104,100.00%,0,0.00%,97,3,4,0,0,0,0,1.48,,,,,
"(5V20) (648) Portland, OR HCS","43,387","39,579",91.22%,"3,808",8.78%,"34,971","2,072","2,536","1,928",571,467,842,6.25,21.35,1.07,,,
"(5V20) (648) Portland, OR","22,453","20,008",89.11%,"2,445",10.89%,"17,627","1,010","1,371","1,189",356,373,527,9.84,18.22,0.98,,,
"(5V20) (648A4) Portland Vancouver, WA","7,989","7,406",92.70%,583,7.30%,"6,689",313,404,303,129,41,110,6.51,21.77,0.92,,,
"(5V20) (648BU) Vancouver, WA - VADOM",36,35,97.22%,1,2.78%,33,0,2,0,1,0,0,,,,,,
"(5V20) (648GA) Bend, OR","2,424","2,266",93.48%,158,6.52%,"1,917",187,162,54,16,12,76,8.00,34.68,1.07,,,
"(5V20) (648GB) Salem, OR","3,015","2,712",89.95%,303,10.05%,"2,390",107,215,173,35,28,67,5.44,28.52,1.52,,,
"(5V20) (648GD) North Coast, OR",145,145,100.00%,0,0.00%,145,0,0,0,0,0,0,0.03,,0.00,,,
"(5V20) (648GE) Fairview, OR","1,999","1,940",97.05%,59,2.95%,"1,859",40,41,50,7,1,1,7.06,6.45,0.80,,,
"(5V20) (648GF) Hillsboro, OR","2,521","2,396",95.04%,125,4.96%,"1,908",286,202,69,13,4,39,3.99,39.97,2.24,,,
"(5V20) (648GG) West Linn, OR","1,609","1,560",96.95%,49,3.05%,"1,419",70,71,41,4,2,2,3.94,11.87,0.37,,,
"(5V20) (648GH) Newport, OR",201,194,96.52%,7,3.48%,184,4,6,6,1,0,0,5.10,,,,,
"(5V20) (648GI) Portland 1st Avenue, OR",493,445,90.26%,48,9.74%,376,36,33,24,7,2,15,14.27,,0.00,,,
"(5V20) (648GJ) The Dalles, OR
(Loren R. Kaufman)",502,472,94.02%,30,5.98%,424,19,29,19,2,4,5,3.00,28.07,0.00,,,
"(5V20) (653) Roseburg, OR HCS","15,253","13,976",91.63%,"1,277",8.37%,"12,426",714,836,641,308,117,211,9.35,18.47,0.96,,,
"(5V20) (653) Roseburg, OR","6,196","5,492",88.64%,704,11.36%,"4,861",300,331,331,147,66,160,23.20,24.94,0.68,,,
"(5V20) (653BV) Roseburg, OR - VADOM",1,1,100.00%,0,0.00%,1,0,0,0,0,0,0,,,,,,
"(5V20) (653BY) Eugene, OR","6,756","6,219",92.05%,537,7.95%,"5,453",332,434,280,157,50,50,5.37,12.35,3.63,,,
"Completed Appointment Wait Times National, Facility, and Division Level Summaries.
Wait Time Measured from Preferred Date For the Reporting Period Ending:  December 2020",Total Completed Appointments 1,Completed within 30 Days 2,Percent Appts Complete d in 30 Days or Less 3,Completed in Over 30 Days 4,Percent Appts Complete d in Over 30 Days 5,"Completed 0-7 Days
6","Completed 8-14
Days 7","Completed 15-30
Days 8","Completed 31-60
Days 9","Completed 61-90
Days 10","Completed 91-120
Days 11","Completed in more than 120
Days 12",PC Avg Wait Time in Days 13,SC Avg Wait Time in Days 14,MH Avg Wait Time in Days 15,,,
"(5V20) (653GA) North Bend, OR",846,816,96.45%,30,3.55%,709,53,54,27,3,0,0,7.08,8.32,3.38,,,
"(5V20) (653GB) Brookings, OR",566,563,99.47%,3,0.53%,545,13,5,1,0,1,1,0.40,0.00,0.53,,,
"(5V20) (653QA) Downtown Eugene, OR",888,885,99.66%,3,0.34%,857,16,12,2,1,0,0,,,0.84,,,
"(5V20) (663) Puget Sound, WA HCS","51,053","47,535",93.11%,"3,518",6.89%,"41,359","2,983","3,193","2,217",619,245,437,4.85,14.58,2.67,,,
"(5V20) (663) Seattle, WA","25,463","23,359",91.74%,"2,104",8.26%,"20,186","1,427","1,746","1,345",370,134,255,3.09,14.71,2.71,,,
"(5V20) (663A4) American Lake, WA","17,359","16,341",94.14%,"1,018",5.86%,"14,475","1,014",852,588,201,88,141,2.55,15.36,2.24,,,
"(5V20) (663GA) Bellevue, WA","1,250","1,212",96.96%,38,3.04%,"1,037",99,76,28,4,0,6,5.09,7.74,1.13,,,
"(5V20) (663GB) Silverdale, WA","2,101","1,942",92.43%,159,7.57%,"1,626",121,195,119,20,5,15,8.78,15.01,0.00,,,
"(5V20) (663GC) Mount Vernon, WA","2,724","2,664",97.80%,60,2.20%,"2,397",157,110,36,6,9,9,4.42,9.77,0.56,,,
"(5V20) (663GD) South Sound, WA","1,421","1,293",90.99%,128,9.01%,"1,019",107,167,94,16,7,11,16.27,1.82,7.43,,,
"(5V20) (663GE) North Olympic Peninsula, WA",735,724,98.50%,11,1.50%,619,58,47,7,2,2,0,3.41,5.41,0.00,,,
"(5V20) (668) Spokane, WA HCS",129,129,100.00%,0,0.00%,129,0,0,0,0,0,0,,0.00,,,,
"(5V20) (668) Spokane, WA (Mann- Grandstaff)",129,129,100.00%,0,0.00%,129,0,0,0,0,0,0,,0.00,,,,
