facility,"Total Completed
Appointments 1","Completed within
30 Days 2",,,"Percent
Appts
Complete
d in 30
Days or
Less 3","Completed in
Over 30 Days 4","Percent
Appts
Complete
d in Over
30 Days 5","Completed 0-7 Days
6",,"Completed 8-14
Days 7","Completed 15-30
Days 8","Completed 31-60
Days 9","Completed 61-90
Days 10","Completed 91-120
Days 11","Completed in
more than 120
Days 12","PC Avg
Wait Time
in Days
13","SC Avg
Wait Time
in Days
14","MH Avg
Wait Time
in Days
15",
(V23) (636A6) Des Moines VAMC,,"16,636","15,666",,,94.17%,970,5.83%,"13,751",,861,"1,054",684,200,46,40,5,8.40,3,
"(V23) (636BU) VADOM Des Moines
IA",,444,444,,,100.00%,0,0.00%,444,,0,0,0,0,0,0,0.00,0.00,,
(V23) (636GC) Mason City,,"1,498","1,433",,,95.66%,65,4.34%,"1,278",,68,87,29,17,11,8,8,9,1,
(V23) (636GD) Marshalltown,,599,591,,,98.66%,8,1.34%,532,,36,23,5,3,0,0,2,8,0.00,
(V23) (636GK) Fort Dodge,,901,860,,,95.45%,41,4.55%,676,,97,87,40,1,0,0,6,13,1,
(V23) (636GM) Carroll,,494,491,,,99.39%,3,0.61%,434,,26,31,3,0,0,0,2,5,2.60,
(V23) (636GR) Knoxville,,"1,304","1,278",,,98.01%,26,1.99%,"1,240",,21,17,5,20,1,0,1,10,0,
"(V23) (636QH) Des Moines VA
Mobile Clinic",,9,9,,,100.00%,0,0.00%,9,,0,0,0,0,0,0,,0.00,,
"(V23) (636) Iowa City, IA",,"23,385","22,439",,,95.95%,946,4.05%,"19,164",,"1,528","1,747",783,150,9,4,5.10,7,3,
(V23) (636A8) Iowa City VAMC,,"15,013","14,282",,,95.13%,731,4.87%,"12,195",,886,"1,201",582,136,9,4,5,7,2,
(V23) (636GF) Quad Cities,,"1,733","1,705",,,98.38%,28,1.62%,"1,391",,189,125,27,1,0,0,6,2,3,
(V23) (636GG) Quincy,,765,711,,,92.94%,54,7.06%,539,,84,88,50,4,0,0,9,1,9,
(V23) (636GH) Waterloo,,"1,079","1,078",,,99.91%,1,0.09%,959,,95,24,1,0,0,0,3,0,2,
,,,,,,,,,,,,,,,,,,,,
"Completed Appointment Wait Times National,
Facility, and Division Level Summaries.
Wait Time Measured from Preferred Date
For the Reporting Period Ending: December
2015",,"Total Completed
Appointments 1","Completed within
30 Days 2",,,"Percent
Appts
Complete
d in 30
Days or
Less 3","Completed in
Over 30 Days 4","Percent
Appts
Complete
d in Over
30 Days 5","Completed 0-7 Days
6",,"Completed 8-14
Days 7","Completed 15-30
Days 8","Completed 31-60
Days 9","Completed 61-90
Days 10","Completed 91-120
Days 11","Completed in
more than 120
Days 12","PC Avg
Wait Time
in Days
13","SC Avg
Wait Time
in Days
14","MH Avg
Wait Time
in Days
15",
(V23) (636GI) Lane A Evans CBOC,,"1,315","1,277",,,97.11%,38,2.89%,"1,118",,59,100,36,2,0,0,6,2,3,
(V23) (636GJ) Dubuque,,790,761,,,96.33%,29,3.67%,685,,33,43,29,0,0,0,6,0,1,
(V23) (636GN) Cedar Rapids,,"1,285","1,231",,,95.80%,54,4.20%,962,,127,142,49,5,0,0,6,4,11,
(V23) (636GS) Ottumwa,,533,529,,,99.25%,4,0.75%,499,,22,8,4,0,0,0,1,3,2,
(V23) (636GT) Sterling,,589,583,,,98.98%,6,1.02%,558,,15,10,4,2,0,0,1,1,7,
(V23) (636GU) Decorah,,283,282,,,99.65%,1,0.35%,258,,18,6,1,0,0,0,2,0.00,2,
"(V23) (636) Nebraska-W Iowa, NE",,"39,881","38,924",,,97.60%,957,2.40%,"35,971",,"1,440","1,513",709,113,91,44,3,5.80,1,
(V23) (636) Omaha VAMC,,"20,407","20,030",,,98.15%,377,1.85%,"18,414",,768,848,321,50,1,5,2,5,2.00,
(V23) (636A4) Grand Island VAMC,,"7,006","6,824",,,97.40%,182,2.60%,"6,498",,207,119,31,33,85,33,1,9,0,
(V23) (636A5) Lincoln,,"8,799","8,421",,,95.70%,378,4.30%,"7,565",,384,472,338,29,5,6,7,7,1,
"(V23) (636BW) Grand Island
Domiciliary",,328,328,,,100.00%,0,0.00%,328,,0,0,0,0,0,0,,,0,
(V23) (636BX) Omaha Domiciliary,,623,623,,,100.00%,0,0.00%,623,,0,0,0,0,0,0,,,,
(V23) (636GA) Norfolk,,762,745,,,97.77%,17,2.23%,658,,35,52,16,1,0,0,4,0,2,
(V23) (636GB) North Platte,,735,735,,,100.00%,0,0.00%,692,,28,15,0,0,0,0,2.40,0.00,0,
(V23) (636GL) Bellevue,,465,462,,,99.35%,3,0.65%,447,,11,4,3,0,0,0,1,1,0.00,
(V23) (636GP) Shenandoah,,330,330,,,100.00%,0,0.00%,328,,1,1,0,0,0,0,0,0.00,0.00,
(V23) (636GQ) Holdrege,,426,426,,,100.00%,0,0.00%,418,,6,2,0,0,0,0,1,0.00,0.00,
"(V23) (656) St. Cloud, MN",,"34,366","33,265",,,96.80%,"1,101",3.20%,"30,689",,"1,242","1,334",810,207,77,7,4,8,4,
(V23) (656) St Cloud VAMC,,"30,039","29,046",,,96.69%,993,3.31%,"26,898",,"1,039","1,109",730,184,73,6,4,7.70,5,
(V23) (6569AA) VANURS St Cloud,,1,1,,,100.00%,0,0.00%,1,,0,0,0,0,0,0,,,,
(V23) (656GA) Brainerd,,"2,380","2,290",,,96.22%,90,3.78%,"1,964",,153,173,66,19,4,1,5,11,3,
(V23) (656GB) Montevideo,,825,814,,,98.67%,11,1.33%,767,,21,26,8,3,0,0,1.90,11,0.00,
(V23) (656GC) Max J. Beilke VA OPC,,"1,121","1,114",,,99.38%,7,0.62%,"1,059",,29,26,6,1,0,0,1,9,2,
,,,,,,,,,,,,,,,,,,,,
"Retrospective/Completed Appointment Wait
Times National Summary.",,"Total Completed
Appointments 1","Completed within
30 Days 2",,,"Percent
Appts
Complete
d in 30
Days or
Less 3","Completed in
Over 30 Days 4","Percent
Appts
Complete
d in Over
30 Days 5","Completed 0-7 Days
6",,"Completed 8-14
Days 7","Completed 15-30
Days 8","Completed 31-60
Days 9","Completed 61-90
Days 10","Completed 91-120
Days 11","Completed in
more than 120
Days 12","PC Avg
Wait Time
in Days
13","SC Avg
Wait Time
in Days
14","MH Avg
Wait Time
in Days
15",
National: 12/2015,,"4,672,667","4,493,236",,,96.16%,"179,431",3.84%,"3,996,052",,"243,148","254,036","128,757","37,495","9,077","4,102",5,6,3,
National: 11/2015,,"4,388,187","4,228,217",,,96.35%,"159,970",3.65%,"3,767,085",,"223,891","237,241","117,739","31,389","7,526","3,316",5,6,3,
National: 10/2015,,"4,966,790","4,804,228",,,96.73%,"162,562",3.27%,"4,300,175",,"242,986","261,067","119,186","32,079","7,643","3,654",4,6,3,
National: 9/2015,,"4,883,045","4,721,707",,,96.70%,"161,338",3.30%,"4,221,358",,"247,570","252,779","119,391","30,631","7,996","3,320",4,6,3,
National: 8/2015,,"4,719,582","4,568,688",,,96.80%,"150,894",3.20%,"4,091,006",,"233,283","244,399","111,150","29,922","6,849","2,973",4.50,6,3,
National: 7/2015,,"4,828,643","4,683,157",,,96.99%,"145,486",3.01%,"4,201,368",,"237,391","244,398","107,431","28,846","6,504","2,705",4,5.40,3,
National: 6/2015,,"4,985,100","4,840,357",,,97.10%,"144,743",2.90%,"4,370,890",,"233,718","235,749","109,220","26,807","6,266","2,450",4,5,3,
National: 5/2015,,"4,546,635","4,426,685",,,97.36%,"119,950",2.64%,"4,009,888",,"209,459","207,338","90,638","22,481","4,744","2,087",4,5,3,
National: 4/2015,,"5,063,122","4,923,164",,,97.24%,"139,958",2.76%,"4,456,684",,"229,968","236,512","107,548","24,886","4,823","2,701",4,5,3,
National: 3/2015,,"5,046,853","4,905,459",,,97.20%,"141,394",2.80%,"4,421,214",,"239,184","245,061","106,768","24,758","6,450","3,418",4,5,3,
National: 2/2015,,"4,265,529","4,146,447",,,97.21%,"119,082",2.79%,"3,752,551",,"197,251","196,645","83,656","25,964","6,573","2,889",4,5,3,
National: 1/2015,,"4,549,212","4,395,590",,,96.62%,"153,622",3.38%,"3,991,738",,"204,071","199,781","108,801","33,289","7,433","4,099",5,5,3,
National: 12/2014,,"4,578,871","4,447,602",,,97.13%,"131,269",2.87%,,,,"191,232","98,978","26,128","4,645","1,518",4,5,3,
National: 11/2014,,"4,059,004","3,946,192",,,97.22%,"112,812",2.78%,,,,"165,191","87,469","20,281","3,873","1,189",4,5,3,
National: 10/2014,,"5,216,606","5,091,134",,,97.59%,"125,472",2.41%,,,,"202,876","94,692","24,903","4,511","1,366",3,4,2,
,,,,,,,,,,,,,,,,,,,,
"Retrospective/Completed Appointment Wait
Times National Summary.",,"Total Completed
Appointments 1","Completed within
30 Days 2",,,"Percent
Appts
Complete
d in 30
Days or
Less 3","Completed in
Over 30 Days 4","Percent
Appts
Complete
d in Over
30 Days 5","Completed 0-7 Days
6",,"Completed 8-14
Days 7","Completed 15-30
Days 8","Completed 31-60
Days 9","Completed 61-90
Days 10","Completed 91-120
Days 11","Completed in
more than 120
Days 12","PC Avg
Wait Time
in Days
13","SC Avg
Wait Time
in Days
14","MH Avg
Wait Time
in Days
15",
National: 9/2014,,"4,871,976","4,739,653",,,97.28%,"132,323",2.72%,,,,"183,439","100,729","24,871","5,264","1,459",4,4,3,
National: 8/2014,,"4,625,958","4,513,660",,,97.57%,"112,298",2.43%,,,,"167,327","84,618","22,209","4,495",976,4,4,2,
National: 7/2014,,"4,867,639","4,761,816",,,97.83%,"105,823",2.17%,,,,"169,508","81,602","18,973","4,423",825,3,4,2,
National: 6/2014,,"4,723,099","4,637,872",,,98.20%,"85,227",1.80%,,,,"136,897","63,313","16,952","4,199",763,3,3,2,
National: 5/2014,,"4,676,707","4,601,367",,,98.39%,"75,340",1.61%,,,,"126,582","57,338","13,995","3,459",548,2.20,3.20,2,
,,,,,,,,,,,,,,,,,,,,
,Retrospective Wait Times Desired Date by Division CDW_PDFReady,,,,Printed by: DVA\vhacovaldel on 1/26/2016 5:59:13 PM,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,"FOOTNOTES
*Preferred Date (PD): The date for the appointment that is deemed medically appropriate by the Veteran's physician or if no such determination has been made, the date a veteran prefers to be seen by a health care provider capable of furnishing
the hospital care or medical services required by the veteran. Also referred to as the date the Veteran indicates they want to be seen.
* Clinically Indicated Date (CID): The date the provider indicates a patient should return for a future appointment.
*Completed Appointment: The date an appointment has been completed.
NOTE: Note: As of 04/30/2015 the Appts completed between 0 -14 days was broken out into 0-7 and 8-14. The breakout is not available prior to 01/31/2015
1. Total Appointments Completed: Every completed appointment at that facility except surgery and procedures.

2. Appointments completed in 30 Days or under: Number of appointments completed between 0-30 days of preferred date

3. Percent of Appointments Completed 30 Days or under: The percent of total appointments completed within 30 days

4. Appointments completed in over 30 Days: Number of appointments scheduled greater than 30 days of the preferred date

5. Percent of Appointments Completed in over 30 Days: The percent of total appointments scheduled beyond 30 days

6. Appointments completed between 0-7 Days: Number of appointments completed between 0-7 days of the preferred date.

7. Appointments completed between 8-14 Days: Number of appointments completed between 8-14 days of the preferred date.

8. Appointments completed between 15-30 Days: Number of appointments completed between 15-30 days of the preferred date.

9. Appointments completed between 31-60 Days: Number of appointments completed between 31-60 days of the preferred date.

10. Appointments completed between 61-90 Days: Number of appointments completed between 61-90 days of the preferred date.

11. Appointments completed between 91-120 Days: Number of appointments completed between 91-120 days of the preferred date.

12. Appointments Completed in Greater Than 120 Days: Number of appointments completed in greater than 120 days of the preferred date.

13. PC Avg Wait Time: Average waiting time for Primary Care appointments that were completed for the month of October 2014.

14. SC Avg Wait Time: Average waiting time for Specialty Care appointments that were completed for the month of October 2014.

15. MH Avg Wait Time: Average waiting time for Mental Health appointments that were completed for the month of October 2014.

NOTE: The zero means there are no patients or appointments in that category.

NOTE: The blank cells mean that there is no data � for example, is the Average MH wait Time is blank, that means that the station didn�t have any MH Appts pending from which to calculate an average.

Additional definitions:

1. Create Date: The date the appointment entry itself was created, or made.
NOTE: The Data Source for this report was altered to use the Corporate Data Warehouse on 3/20/2015. The new data source is displayed in the data beginning January 2015NOTE: The Data Source for this report was altered to use the
Corporate Data
Warehouse on 4/1/2015. The new data source is displayed in the data beginning 4/1/2015.",,,,,,,,,,,,,,,,,,,
